time,'Heater 1: T (C)', 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)', 'Steady State: State ()'
12:03:05.875000,20.0, 0, 0, 20.0, 0, 0, 20.0, 20.0, 20.0, 20.0, 0
12:03:06.157000,20.0, 'on', 0, 20.0, 'on', 0, 20.0, 20.0, 20.0, 20.0, 0
12:03:06.641000,20.0, 'off', 0, 20.0, 'off', 0, 20.0, 20.0, 20.0, 20.0, 0
12:03:07.094000,20.0, 'off', 0, 20.0, 'off', 0, 20.0, 20.0, 20.0, 20.0, 0
12:03:07.547000,21.57, 'off', 0, 21.54, 'off', 0, 21.49, 20.89, 77.7, 21.44, 0
12:03:07.991000,23.14, 'off', 0, 23.09, 'off', 0, 22.97, 21.78, 135.4, 22.89, 'Varying'
12:03:08.441000,24.7, 'off', 0, 24.64, 'off', 0, 24.46, 22.68, 193.11, 24.33, 'Varying'
12:03:08.895000,26.27, 'off', 0, 26.18, 'off', 0, 25.95, 23.57, 250.81, 25.78, 'Varying'
12:03:09.348000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:09.801000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:10.254000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:10.707000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:11.176000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:11.629000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:12.083000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:12.536000,27.84, 'off', 0, 27.72, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:12.989000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:13.442000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:13.895000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:14.348000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:14.801000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:15.270000,27.83, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:15.723000,27.83, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:16.192000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:16.661000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:17.161000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:17.629000,27.84, 'off', 0, 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:18.129000,27.84, 'on', 'on', 27.72, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:18.676000,27.84, 'on', 'on', 27.72, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:19.176000,27.84, 'on', 'on', 27.72, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:19.676000,27.84, 'on', 'on', 27.73, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:20.161000,27.83, 'off', 'on', 27.72, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:20.661000,27.83, 'off', 'on', 27.72, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:21.145000,27.83, 'off', 'on', 27.71, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:21.614000,27.83, 'off', 'on', 27.71, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:22.067000,27.83, 'off', 'on', 27.71, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:22.520000,27.83, 'off', 'on', 27.71, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:22.974000,27.83, 'off', 'on', 27.71, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:23.442000,27.84, 'off', 'on', 27.7, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Varying'
12:03:23.896000,27.84, 'off', 'on', 27.7, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Steady'
12:03:24.349000,27.84, 'off', 'on', 27.71, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Steady'
12:03:24.802000,27.84, 'off', 'on', 27.7, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Steady'
12:03:25.255000,27.84, 'off', 'on', 27.71, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Steady'
12:03:25.708000,27.84, 'off', 'on', 27.71, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:26.177000,27.84, 'off', 'on', 27.71, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:26.630000,27.84, 'off', 'on', 27.71, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:27.099000,27.85, 'off', 'on', 27.72, 'off', 0, 27.44, 24.46, 308.51, 27.22, 'Steady'
12:03:27.552000,27.86, 'off', 'on', 27.72, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:28.005000,27.89, 'on', 'on', 27.72, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:28.458000,27.92, 'on', 'on', 27.73, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:28.911000,27.95, 'on', 'on', 27.73, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:29.365000,27.98, 'on', 'on', 27.74, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:29.818000,28.01, 'on', 'on', 27.75, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:30.271000,28.03, 'on', 'on', 27.75, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:30.724000,28.06, 'off', 'on', 27.76, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:31.224000,28.08, 'off', 'on', 27.76, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:31.677000,28.1, 'off', 'on', 27.77, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:32.146000,28.13, 'off', 'on', 27.77, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:32.615000,28.15, 'off', 'on', 27.77, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:33.068000,28.16, 'off', 'on', 27.77, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:33.521000,28.18, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:33.974000,28.2, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:34.427000,28.22, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:34.880000,28.24, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:35.334000,28.29, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:35.787000,28.33, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:36.240000,28.37, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Steady'
12:03:36.693000,28.4, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:37.162000,28.45, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:37.631000,28.49, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:38.084000,28.54, 'on', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:38.537000,28.6, 'on', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:38.990000,28.67, 'on', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:39.443000,28.74, 'on', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:39.912000,28.79, 'on', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:40.365000,28.82, 'on', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:40.818000,28.87, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:41.271000,28.9, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:41.725000,28.94, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:42.193000,29.0, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:42.662000,29.06, 'off', 'on', 27.78, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:43.115000,29.12, 'off', 'on', 27.79, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:43.568000,29.17, 'off', 'on', 27.81, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:44.021000,29.23, 'off', 'on', 27.83, 'off', 0, 27.44, 24.45, 308.51, 27.22, 'Varying'
12:03:44.475000,29.28, 'off', 'on', 27.85, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:44.928000,29.33, 'off', 'on', 27.87, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:45.381000,29.39, 'off', 'on', 27.89, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:45.834000,29.43, 'off', 'on', 27.91, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:46.287000,29.49, 'off', 'on', 27.93, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:46.740000,29.54, 'off', 'on', 27.94, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:47.193000,29.61, 'off', 'on', 27.95, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:47.647000,29.68, 'off', 'on', 27.95, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:48.115000,29.77, 'on', 'on', 27.96, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:48.569000,29.84, 'on', 'on', 27.98, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:49.022000,29.92, 'on', 'on', 28.0, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:49.475000,29.99, 'on', 'on', 28.03, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:49.928000,30.06, 'on', 'on', 28.05, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:50.381000,30.11, 'on', 'on', 28.09, 'off', 0, 27.44, 24.45, 308.51, 27.21, 'Varying'
12:03:50.834000,30.17, 'on', 'on', 28.11, 'off', 0, 27.45, 24.45, 308.51, 27.21, 'Varying'
12:03:51.287000,30.22, 'off', 'on', 28.13, 'off', 0, 27.45, 24.45, 308.51, 27.21, 'Varying'
12:03:51.741000,30.29, 'off', 'on', 28.14, 'off', 0, 27.45, 24.45, 308.51, 27.21, 'Varying'
12:03:52.209000,30.38, 'off', 'on', 28.15, 'off', 0, 27.45, 24.45, 308.51, 27.21, 'Varying'
12:03:52.662000,30.46, 'off', 'on', 28.17, 'off', 0, 27.46, 24.45, 308.51, 27.21, 'Varying'
12:03:53.131000,30.53, 'off', 'on', 28.18, 'off', 0, 27.46, 24.45, 308.51, 27.21, 'Varying'
12:03:53.584000,30.62, 'off', 'on', 28.2, 'off', 0, 27.47, 24.45, 308.51, 27.21, 'Varying'
12:03:54.038000,30.68, 'off', 'on', 28.21, 'off', 0, 27.48, 24.45, 308.51, 27.22, 'Varying'
12:03:54.491000,30.74, 'off', 'on', 28.22, 'off', 0, 27.48, 24.45, 308.51, 27.22, 'Varying'
12:03:54.944000,30.79, 'off', 'on', 28.22, 'off', 0, 27.48, 24.45, 308.51, 27.22, 'Varying'
12:03:55.397000,30.87, 'off', 'on', 28.22, 'off', 0, 27.49, 24.44, 308.51, 27.22, 'Varying'
12:03:55.850000,30.93, 'off', 'on', 28.22, 'off', 0, 27.5, 24.44, 308.51, 27.22, 'Varying'
12:03:56.319000,31.01, 'off', 'on', 28.23, 'off', 0, 27.5, 24.44, 308.51, 27.22, 'Varying'
12:03:56.772000,31.08, 'off', 'on', 28.24, 'off', 0, 27.5, 24.45, 308.51, 27.22, 'Varying'
12:03:57.225000,31.17, 'off', 'on', 28.26, 'off', 0, 27.51, 24.45, 308.51, 27.22, 'Varying'
12:03:57.694000,31.26, 'off', 'on', 28.28, 'off', 0, 27.51, 24.46, 308.51, 27.21, 'Varying'
12:03:58.163000,31.35, 'on', 'on', 28.3, 'off', 0, 27.52, 24.45, 308.51, 27.21, 'Varying'
12:03:58.631000,31.44, 'on', 'on', 28.34, 'off', 0, 27.52, 24.45, 308.51, 27.21, 'Varying'
12:03:59.085000,31.53, 'on', 'on', 28.36, 'off', 0, 27.53, 24.45, 308.51, 27.21, 'Varying'
12:03:59.538000,31.61, 'on', 'on', 28.38, 'off', 0, 27.53, 24.46, 308.51, 27.21, 'Varying'
12:03:59.975000,31.68, 'on', 'on', 28.39, 'off', 0, 27.53, 24.46, 308.51, 27.21, 'Varying'
12:04:00.429000,31.76, 'on', 'on', 28.41, 'off', 0, 27.53, 24.45, 308.51, 27.21, 'Varying'
12:04:00.882000,31.83, 'off', 'on', 28.43, 'off', 0, 27.53, 24.45, 308.51, 27.21, 'Varying'
12:04:01.335000,31.91, 'off', 'on', 28.45, 'off', 0, 27.53, 24.45, 308.51, 27.21, 'Varying'
12:04:01.788000,31.99, 'off', 'on', 28.47, 'off', 0, 27.53, 24.45, 308.51, 27.21, 'Varying'
12:04:02.241000,32.07, 'off', 'on', 28.48, 'off', 0, 27.54, 24.45, 308.51, 27.22, 'Varying'
12:04:02.694000,32.15, 'off', 'on', 28.5, 'off', 0, 27.54, 24.45, 308.51, 27.22, 'Varying'
12:04:03.147000,32.22, 'off', 'on', 28.52, 'off', 0, 27.55, 24.45, 308.51, 27.22, 'Varying'
12:04:03.601000,32.29, 'off', 'on', 28.54, 'off', 0, 27.55, 24.45, 308.51, 27.22, 'Varying'
12:04:04.054000,32.35, 'off', 'on', 28.55, 'off', 0, 27.57, 24.45, 308.51, 27.22, 'Varying'
12:04:04.507000,32.43, 'off', 'on', 28.57, 'off', 0, 27.58, 24.45, 308.51, 27.22, 'Varying'
12:04:04.960000,32.49, 'off', 'on', 28.58, 'off', 0, 27.59, 24.45, 308.51, 27.22, 'Varying'
12:04:05.413000,32.56, 'off', 'on', 28.58, 'off', 0, 27.61, 24.45, 308.51, 27.22, 'Varying'
12:04:05.866000,32.66, 'off', 'on', 28.58, 'off', 0, 27.62, 24.45, 308.51, 27.22, 'Varying'
12:04:06.319000,32.75, 'off', 'on', 28.59, 'off', 0, 27.63, 24.45, 308.51, 27.22, 'Varying'
12:04:06.788000,32.83, 'off', 'on', 28.61, 'off', 0, 27.64, 24.45, 308.51, 27.22, 'Varying'
12:04:07.257000,32.9, 'off', 'on', 28.63, 'off', 0, 27.65, 24.45, 308.51, 27.22, 'Varying'
12:04:07.710000,32.98, 'off', 'on', 28.65, 'off', 0, 27.66, 24.45, 308.51, 27.22, 'Varying'
12:04:08.163000,33.06, 'on', 'on', 28.67, 'off', 0, 27.68, 24.45, 308.51, 27.22, 'Varying'
12:04:08.632000,33.14, 'on', 'on', 28.68, 'off', 0, 27.69, 24.45, 308.51, 27.22, 'Varying'
12:04:09.085000,33.23, 'on', 'on', 28.69, 'off', 0, 27.7, 24.45, 308.51, 27.22, 'Varying'
12:04:09.538000,33.33, 'on', 'on', 28.71, 'off', 0, 27.7, 24.45, 308.51, 27.22, 'Varying'
12:04:09.991000,33.42, 'on', 'on', 28.74, 'off', 0, 27.71, 24.45, 308.51, 27.22, 'Varying'
