time,'Heater 1: T (C)', 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)', 'Steady State: State ()',,,pid,500-4-1
57:45.6,42.85995587, 'off', 'on',41.48327527, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:45.9,42.85995587, 'off', 'on',41.46351318, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:46.3,42.85995587, 'off', 'on',41.48327527, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:46.6,42.85995587, 'off', 'on',41.46351318, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:46.9,42.83974413, 'off', 'on',41.46351318, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:47.5,42.85995587, 'off', 'on',41.44375109, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:47.9,42.85995587, 'off', 'on',41.423989, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:48.2,42.85995587, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:48.6,42.85995587, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:48.9,42.85995587, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:49.3,42.83974413, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:49.7,42.85995587, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:50.0,42.83974413, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:50.4,42.81953238, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:50.7,42.79932063, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:51.0,42.79932063, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:51.4,42.79932063, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:51.7,42.79932063, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:52.1,42.79932063, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:52.4,42.77910889, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:52.8,42.77910889, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:53.1,42.79932063, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:53.4,42.79932063, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:53.8,42.77910889, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:54.2,42.79932063, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:54.5,42.81953238, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:54.8,42.81953238, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:55.2,42.81953238, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:55.6,42.83974413, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:55.9,42.81953238, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:56.3,42.79932063, 'off', 'on',41.40422691, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:56.6,42.79932063, 'off', 'on',41.38453351, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:57.0,42.77910889, 'off', 'on',41.38453351, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:57.3,42.75889714, 'off', 'on',41.36484011, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:57.7,42.77910889, 'off', 'on',41.38453351, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:58.0,42.77910889, 'off', 'on',41.38453351, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:58.4,42.75889714, 'off', 'on',41.36484011, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:58.7,42.73868539, 'off', 'on',41.36484011, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:59.4,42.73868539, 'off', 'on',41.34514672, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
57:59.7,42.73868539, 'off', 'on',41.32545332, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:00.1,42.73868539, 'off', 'on',41.32545332, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:00.4,42.73868539, 'off', 'on',41.34514672, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:00.8,42.73868539, 'off', 'on',41.34514672, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:01.1,42.73868539, 'off', 'on',41.34514672, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:01.5,42.73868539, 'off', 'on',41.34514672, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:01.8,42.73868539, 'off', 'on',41.34514672, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:02.2,42.73868539, 'off', 'on',41.32545332, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:02.5,42.73868539, 'off', 'on',41.32545332, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:02.9,42.73868539, 'off', 'on',41.32545332, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:03.3,42.73868539, 'off', 'on',41.32545332, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:03.6,42.73868539, 'off', 'on',41.34514672, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:03.9,42.73868539, 'off', 'on',41.34514672, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:04.3,42.73868539, 'off', 'on',41.32545332, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:04.7,42.73868539, 'off', 'on',41.30575992, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:05.0,42.73868539, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:05.4,42.71854607, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:05.8,42.71854607, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:06.1,42.69840674, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:06.5,42.69840674, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:06.8,42.69840674, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:07.2,42.69840674, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:07.4,42.69840674, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:07.8,42.69840674, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:08.1,42.69840674, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:08.4,42.69840674, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:08.8,42.67826741, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:09.2,42.67826741, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:09.5,42.67826741, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:09.9,42.67826741, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:10.2,42.69840674, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:10.6,42.69840674, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:11.2,42.67826741, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:11.6,42.65812808, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:12.0,42.63798875, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:12.3,42.63798875, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:12.7,42.61784943, 'off', 'on',41.24681603, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:13.0,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:13.4,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:13.7,42.61784943, 'off', 'on',41.24681603, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:14.1,42.63798875, 'off', 'on',41.24681603, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:14.4,42.63798875, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:14.8,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:15.1,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:15.5,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:15.8,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:16.2,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:16.6,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:16.9,42.61784943, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:17.3,42.61784943, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:17.6,42.61784943, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:18.0,42.63798875, 'off', 'on',41.28606652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:18.3,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:18.7,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:19.0,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:19.5,42.61784943, 'off', 'on',41.26644128, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:19.8,42.61784943, 'off', 'on',41.24681603, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:20.2,42.61784943, 'off', 'on',41.22719078, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:20.5,42.61784943, 'off', 'on',41.24681603, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:20.9,42.61784943, 'off', 'on',41.22719078, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:21.5,42.61784943, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:21.9,42.61784943, 'off', 'on',41.18794029, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:22.3,42.61784943, 'off', 'on',41.16831504, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:22.6,42.59778193, 'off', 'on',41.18794029, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:23.0,42.59778193, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:23.3,42.59778193, 'off', 'on',41.18794029, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:23.7,42.61784943, 'off', 'on',41.16831504, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:24.0,42.61784943, 'off', 'on',41.18794029, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:24.3,42.61784943, 'off', 'on',41.18794029, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:24.7,42.61784943, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:25.1,42.61784943, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:25.4,42.61784943, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:25.8,42.59778193, 'off', 'on',41.22719078, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:26.1,42.59778193, 'off', 'on',41.22719078, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:26.5,42.57771443, 'off', 'on',41.22719078, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:26.9,42.59778193, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:27.2,42.57771443, 'off', 'on',41.18794029, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:27.5,42.55764693, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:27.9,42.53757943, 'off', 'on',41.22719078, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:28.3,42.53757943, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:28.6,42.51751193, 'off', 'on',41.22719078, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:29.0,42.49744443, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:29.4,42.49744443, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:29.7,42.49744443, 'off', 'on',41.20756554, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:30.1,42.49744443, 'off', 'on',41.16838266, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:30.4,42.49744443, 'off', 'on',41.16838266, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:30.8,42.49744443, 'off', 'on',41.18794029, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:31.4,42.49744443, 'off', 'on',41.18794029, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:31.7,42.49744443, 'off', 'on',41.16838266, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:32.1,42.49744443, 'off', 'on',41.12919978, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:32.4,42.49744443, 'off', 'on',41.10964215, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:32.8,42.49744443, 'off', 'on',41.10964215, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:33.1,42.49744443, 'off', 'on',41.10964215, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:33.5,42.49744443, 'off', 'on',41.12919978, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:33.9,42.49744443, 'off', 'on',41.10964215, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:34.2,42.49744443, 'off', 'on',41.12919978, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:34.6,42.49744443, 'off', 'on',41.14875741, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:34.9,42.49744443, 'off', 'on',41.12919978, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:35.3,42.49744443, 'off', 'on',41.10964215, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:35.7,42.49744443, 'off', 'on',41.10964215, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:36.0,42.49744443, 'off', 'on',41.12919978, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:36.4,42.47744817, 'off', 'on',41.14875741, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:36.7,42.47744817, 'off', 'on',41.14875741, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:37.1,42.49744443, 'off', 'on',41.14875741, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:37.5,42.49744443, 'off', 'on',41.14875741, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:37.8,42.49744443, 'off', 'on',41.14875741, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:38.2,42.47744817, 'off', 'on',41.16831504, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:38.6,42.47744817, 'off', 'on',41.16831504, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:38.9,42.49744443, 'off', 'on',41.14875741, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:39.3,42.49744443, 'off', 'on',41.16831504, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:39.7,42.49744443, 'off', 'on',41.16831504, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:40.0,42.49744443, 'off', 'on',41.14875741, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:40.4,42.49744443, 'off', 'on',41.12919978, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:41.0,42.49744443, 'off', 'on',41.12919978, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:41.3,42.49744443, 'off', 'on',41.12919978, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:41.7,42.49744443, 'off', 'on',41.10964215, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:42.0,42.47744817, 'off', 'on',41.09008452, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:42.4,42.47744817, 'off', 'on',41.09008452, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:42.8,42.47744817, 'off', 'on',41.07052689, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:43.1,42.45745192, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:43.5,42.43745566, 'off', 'on',41.07052689, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:43.8,42.43745566, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:44.2,42.43745566, 'off', 'on',41.07052689, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:44.6,42.41745941, 'off', 'on',41.07052689, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:44.9,42.39746315, 'off', 'on',41.09008452, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:45.3,42.39746315, 'off', 'on',41.07052689, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:45.7,42.37746689, 'off', 'on',41.07052689, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:46.0,42.37746689, 'off', 'on',41.07052689, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:46.4,42.37746689, 'off', 'on',41.07052689, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:46.7,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:47.1,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:47.4,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:47.8,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:48.1,42.37746689, 'off', 'on',41.07052689, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:48.5,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:48.9,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:49.2,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:49.6,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:50.0,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:50.3,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:50.9,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:51.3,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:51.6,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:52.0,42.37746689, 'off', 'on',41.05096926, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:52.3,42.37746689, 'off', 'on',41.03147871, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:52.7,42.37746689, 'off', 'on',41.03147871, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:53.1,42.37746689, 'off', 'on',41.03147871, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:53.4,42.37746689, 'off', 'on',41.03147871, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:53.8,42.37746689, 'off', 'on',41.01198816, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:54.2,42.37746689, 'off', 'on',41.01198816, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:54.4,42.37746689, 'off', 'on',40.99249762, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:54.8,42.37746689, 'off', 'on',40.99249762, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:55.1,42.37746689, 'off', 'on',41.01198816, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:55.5,42.37746689, 'off', 'on',41.01198816, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:55.9,42.37746689, 'off', 'on',41.01198816, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:56.2,42.37746689, 'off', 'on',41.01198816, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:56.6,42.37746689, 'off', 'on',41.01198816, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
58:56.9,42.37746689, 'off', 'on',40.99249762, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
