time,'Heater 1: T (C)', 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)', 'Steady State: State ()',,,pid,500-4-1
42:50.6,50.27168265, 'off', 'on',52.32717166, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:51.1,50.29702419, 'off', 'on',52.38218744, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:51.4,50.29702419, 'off', 'on',52.4096255, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:51.7,50.29702419, 'off', 'on',52.4096255, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:52.0,50.29702419, 'off', 'on',52.4096255, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:52.3,50.29702419, 'off', 'on',52.4096255, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:52.6,50.32236573, 'off', 'on',52.4096255, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:53.0,50.32236573, 'off', 'on',52.4096255, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:53.2,50.32236573, 'off', 'on',52.4096255, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:53.6,50.32236573, 'off', 'on',52.4096255, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:53.8,50.32236573, 'off', 'on',52.4096255, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:54.2,50.32236573, 'off', 'on',52.38204778, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:54.5,50.32236573, 'off', 'on',52.35460972, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:54.7,50.32236573, 'off', 'on',52.32717166, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:55.1,50.32236573, 'off', 'on',52.32717166, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:55.3,50.32236573, 'off', 'on',52.32717166, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:55.6,50.32236573, 'off', 'on',52.32717166, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:55.9,50.32236573, 'off', 'on',52.32717166, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:56.2,50.32236573, 'off', 'on',52.29973361, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:56.7,50.32236573, 'off', 'on',52.27229555, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:57.0,50.29702419, 'off', 'on',52.24485749, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:57.3,50.27168265, 'off', 'on',52.24485749, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:57.6,50.27168265, 'off', 'on',52.24485749, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:58.0,50.27168265, 'off', 'on',52.24485749, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:58.3,50.27168265, 'off', 'on',52.24485749, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:58.6,50.27168265, 'off', 'on',52.24485749, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:58.9,50.29702419, 'off', 'on',52.21741944, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:59.2,50.32236573, 'off', 'on',52.21741944, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:59.5,50.29702419, 'off', 'on',52.21741944, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
42:59.7,50.29702419, 'off', 'on',52.21741944, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:00.0,50.27168265, 'off', 'on',52.19011962, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:00.3,50.2463411, 'off', 'on',52.1628198, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:00.6,50.27168265, 'off', 'on',52.13551998, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:00.9,50.27168265, 'off', 'on',52.13551998, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:01.3,50.2463411, 'off', 'on',52.10822016, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:01.6,50.22099956, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:01.9,50.19565802, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:02.2,50.17031648, 'off', 'on',52.10822016, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:02.5,50.17031648, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:02.8,50.17031648, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:03.1,50.19565802, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:03.5,50.22099956, 'off', 'on',52.05362053, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:03.8,50.2463411, 'off', 'on',52.05362053, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:04.1,50.27168265, 'off', 'on',52.05362053, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:04.4,50.27168265, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:04.7,50.29702419, 'off', 'on',52.05362053, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:05.0,50.32236573, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:05.3,50.32236573, 'off', 'on',52.10822016, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:05.6,50.32236573, 'off', 'on',52.10822016, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:06.0,50.32236573, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:06.3,50.32236573, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:06.5,50.29702419, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:06.8,50.27168265, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:07.1,50.2463411, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:07.5,50.2463411, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:07.8,50.22099956, 'off', 'on',52.08092035, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:08.0,50.19565802, 'off', 'on',52.02645754, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:08.4,50.17031648, 'off', 'on',51.99929455, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:08.7,50.17031648, 'off', 'on',51.99929455, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:09.0,50.17031648, 'off', 'on',51.99929455, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:09.2,50.17031648, 'off', 'on',51.99929455, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:09.5,50.17031648, 'off', 'on',51.99929455, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:09.8,50.17031648, 'off', 'on',52.02645754, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:10.1,50.17031648, 'off', 'on',52.05362053, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:10.3,50.17031648, 'off', 'on',52.05362053, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:10.6,50.17031648, 'off', 'on',52.05362053, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:10.9,50.17031648, 'off', 'on',52.02645754, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:11.3,50.17031648, 'off', 'on',52.02645754, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:11.5,50.14509334, 'off', 'on',52.02645754, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:11.8,50.14509334, 'off', 'on',52.02645754, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:12.2,50.14509334, 'off', 'on',51.99929455, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:12.4,50.1198702, 'off', 'on',51.97213156, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:12.8,50.09464707, 'off', 'on',51.97213156, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:13.1,50.06942393, 'off', 'on',51.97213156, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:13.4,50.0442008, 'off', 'on',51.94496857, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:13.7,50.0442008, 'off', 'on',51.91780558, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:14.0,50.0442008, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:14.2,50.0442008, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:14.5,50.06942393, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:14.8,50.09464707, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:15.1,50.09464707, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:15.4,50.06942393, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:15.7,50.09464707, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:16.0,50.1198702, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:16.3,50.14509334, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:16.6,50.17031648, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:16.9,50.17031648, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:17.2,50.17031648, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:17.5,50.17031648, 'off', 'on',51.89064259, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:17.8,50.17031648, 'off', 'on',51.91780558, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:18.1,50.17031648, 'off', 'on',51.89077803, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:18.4,50.17031648, 'off', 'on',51.86375048, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:18.7,50.17031648, 'off', 'on',51.80955994, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:19.1,50.17031648, 'off', 'on',51.78253238, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:19.3,50.17031648, 'off', 'on',51.78253238, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:19.7,50.17031648, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:20.0,50.14509334, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:20.2,50.1198702, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:20.6,50.09464707, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:20.9,50.1198702, 'off', 'on',51.78253238, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:21.2,50.09464707, 'off', 'on',51.78253238, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:21.5,50.06942393, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:21.8,50.0442008, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:22.1,50.0442008, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:22.5,50.06942393, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:22.8,50.06942393, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:23.1,50.06942393, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:23.4,50.06942393, 'off', 'on',51.75550483, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:23.7,50.09464707, 'off', 'on',51.72847728, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:24.0,50.09464707, 'off', 'on',51.72847728, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:24.3,50.09464707, 'off', 'on',51.72847728, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:24.6,50.06942393, 'off', 'on',51.72847728, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:24.9,50.06942393, 'off', 'on',51.72847728, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:25.2,50.06942393, 'off', 'on',51.72847728, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:25.5,50.06942393, 'off', 'on',51.72847728, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:25.8,50.06942393, 'off', 'on',51.72847728, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:26.2,50.0442008, 'off', 'on',51.72847728, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:26.4,50.01897766, 'off', 'on',51.7015838, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:26.8,50.01897766, 'off', 'on',51.67469032, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:27.0,50.01897766, 'off', 'on',51.64779685, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:27.3,50.01897766, 'off', 'on',51.64779685, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:27.7,50.01897766, 'off', 'on',51.62090337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:28.0,50.01897766, 'off', 'on',51.62090337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:28.2,50.01897766, 'off', 'on',51.64779685, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:28.6,50.01897766, 'off', 'on',51.62090337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:28.9,49.99387178, 'off', 'on',51.62090337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:29.2,49.96876589, 'off', 'on',51.62090337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:29.5,49.94366001, 'off', 'on',51.59400989, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:29.8,49.91855412, 'off', 'on',51.56711641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:30.1,49.89344824, 'off', 'on',51.56711641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:30.4,49.91855412, 'off', 'on',51.56711641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:30.7,49.94366001, 'off', 'on',51.56711641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:31.0,49.94366001, 'off', 'on',51.56711641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:31.2,49.94366001, 'off', 'on',51.56711641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:31.6,49.91855412, 'off', 'on',51.56711641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:31.9,49.91855412, 'off', 'on',51.56711641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:32.2,49.91855412, 'off', 'on',51.54035565, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:32.5,49.94366001, 'off', 'on',51.51359489, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:32.7,49.96876589, 'off', 'on',51.48683413, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:33.1,49.99387178, 'off', 'on',51.46007337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:33.3,50.01897766, 'off', 'on',51.43331261, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:33.7,50.01897766, 'off', 'on',51.40655185, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:34.0,50.01897766, 'off', 'on',51.40655185, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:34.2,50.01897766, 'off', 'on',51.43331261, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:34.5,49.99387178, 'off', 'on',51.46007337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:34.8,49.96876589, 'off', 'on',51.48683413, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:35.1,49.96876589, 'off', 'on',51.48683413, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:35.4,49.96876589, 'off', 'on',51.46007337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:35.8,49.96876589, 'off', 'on',51.46007337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:36.0,49.94366001, 'off', 'on',51.46007337, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:36.4,49.91855412, 'off', 'on',51.48683413, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:36.7,49.89344824, 'off', 'on',51.48683413, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:37.0,49.86834236, 'off', 'on',51.51359489, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:37.3,49.86834236, 'off', 'on',51.54035565, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:37.6,49.86834236, 'off', 'on',51.54035565, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:37.9,49.86834236, 'off', 'on',51.51359489, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:38.2,49.86834236, 'off', 'on',51.48683413, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:38.5,49.86834236, 'off', 'on',51.48683413, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:38.7,49.86834236, 'off', 'on',51.48683413, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:39.0,49.86834236, 'off', 'on',51.51359489, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:39.3,49.86834236, 'off', 'on',51.54035565, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:39.6,49.86834236, 'off', 'on',51.56711641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:39.9,49.86834236, 'off', 'on',51.54035565, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:40.2,49.86834236, 'off', 'on',51.54035565, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:40.5,49.86834236, 'off', 'on',51.48696552, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:40.8,49.86834236, 'off', 'on',51.43357539, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:41.0,49.86834236, 'off', 'on',51.38018526, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:41.3,49.86834236, 'off', 'on',51.38018526, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:41.5,49.86834236, 'off', 'on',51.40681463, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:41.9,49.86834236, 'off', 'on',51.3534245, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:42.2,49.86834236, 'off', 'on',51.32666374, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:42.5,49.86834236, 'off', 'on',51.32666374, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:42.7,49.89344824, 'off', 'on',51.32666374, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:43.0,49.89344824, 'off', 'on',51.32666374, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:43.3,49.89344824, 'off', 'on',51.35329311, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:43.7,49.89344824, 'off', 'on',51.35329311, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:43.9,49.89344824, 'off', 'on',51.35329311, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:44.2,49.89344824, 'off', 'on',51.35329311, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:44.4,49.89344824, 'off', 'on',51.35329311, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:44.6,49.86834236, 'off', 'on',51.32666374, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:44.9,49.86834236, 'off', 'on',51.30003437, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:45.1,49.86834236, 'off', 'on',51.30003437, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:45.4,49.84335259, 'off', 'on',51.30003437, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:45.6,49.81836282, 'off', 'on',51.273405, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:45.9,49.79337304, 'off', 'on',51.273405, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:46.2,49.79337304, 'off', 'on',51.24677563, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:46.5,49.76838327, 'off', 'on',51.24677563, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:46.8,49.7433935, 'off', 'on',51.273405, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:47.1,49.7433935, 'off', 'on',51.273405, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:47.4,49.7433935, 'off', 'on',51.273405, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:47.7,49.7433935, 'off', 'on',51.30003437, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:48.0,49.7433935, 'off', 'on',51.30003437, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:48.3,49.7433935, 'off', 'on',51.27353507, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:48.6,49.71840373, 'off', 'on',51.27353507, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:49.0,49.71840373, 'off', 'on',51.22040641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:49.3,49.7433935, 'off', 'on',51.22040641, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
43:49.6,49.76838327, 'off', 'on',51.16727775, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
