time,'Heater 1: T (C)', 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)', 'Steady State: State ()'
15:53:22.313000,20.0, 0, 0, 20.0, 0, 0, 20.0, 20.0, 20.0, 20.0, 0
15:53:22.439000,20.0, 'on', 0, 20.0, 'on', 0, 20.0, 20.0, 20.0, 20.0, 0
15:53:22.783000,20.0, 'off', 0, 20.0, 'off', 0, 20.0, 20.0, 20.0, 20.0, 0
15:53:23.091000,20.0, 'off', 0, 20.0, 'off', 0, 20.0, 20.0, 20.0, 20.0, 0
15:53:23.337000,20.38, 'off', 0, 20.47, 'off', 0, 24.14, 20.32, 75.8, 22.89, 0
15:53:23.644000,20.76, 'off', 0, 20.94, 'off', 0, 28.28, 20.65, 131.6, 25.77, 'Varying'
15:53:23.940000,21.14, 'off', 0, 21.42, 'off', 0, 32.43, 20.97, 187.41, 28.66, 'Varying'
15:53:24.247000,21.52, 'off', 0, 21.89, 'off', 0, 36.56, 21.3, 241.58, 31.54, 'Varying'
15:53:24.548000,21.9, 'off', 0, 22.36, 'off', 0, 40.7, 21.62, 297.38, 34.43, 'Varying'
15:53:24.797000,21.9, 'off', 0, 22.37, 'off', 0, 40.7, 21.63, 299.01, 34.43, 'Varying'
15:53:25.095000,21.9, 'off', 0, 22.37, 'off', 0, 40.7, 21.63, 299.01, 34.43, 'Varying'
15:53:25.328000,21.91, 'off', 0, 22.37, 'off', 0, 40.7, 21.63, 297.38, 34.43, 'Varying'
15:53:25.609000,21.91, 'off', 0, 22.37, 'off', 0, 40.7, 21.63, 287.6, 34.43, 'Varying'
15:53:25.888000,21.91, 'off', 0, 22.37, 'off', 0, 40.69, 21.64, 277.81, 34.43, 'Varying'
15:53:26.179000,21.92, 'off', 0, 22.37, 'off', 0, 40.69, 21.64, 266.71, 34.43, 'Varying'
15:53:26.466000,21.91, 'off', 0, 22.37, 'off', 0, 40.69, 21.64, 266.71, 34.43, 'Varying'
15:53:26.749000,21.91, 'off', 0, 22.37, 'off', 0, 40.69, 21.63, 266.71, 34.43, 'Varying'
