time,'Heater 1: T (C)', 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)'
14:08:30.350000,0, 0, 0, 0, 0, 0, 0, -273.15, -273.15, 0
14:08:31.944000,19.95000407298794, 'off', 0, 35.072790113112696, 'off', 0, 15.129639499349537, 15.406795663929188, 14.440002430971333, 13.348970450899685
14:08:33.678000,19.95000407298794, 'off', 0, 35.072790113112696, 'off', 0, 15.129639499349537, 15.406795663929188, 14.440002430971333, 13.348970450899685
14:08:35.428000,19.95000407298794, 'off', 0, 30.359761206535403, 'off', 0, 14.729849520155085, 15.273354821817748, 12.72088834135701, 12.373755528779725
14:08:37.035000,19.95000407298794, 'off', 0, 30.359761206535403, 'off', 0, 14.729849520155085, 15.273354821817748, 12.72088834135701, 12.373755528779725
14:08:38.785000,19.899091723688496, 'off', 0, 29.399699762602992, 'off', 0, 14.397386858788195, 15.1400317793088, 12.786822994506167, 12.568524822159816
14:08:40.676000,19.899091723688496, 'off', 0, 29.399699762602992, 'off', 0, 14.397386858788195, 15.1400317793088, 12.786822994506167, 12.568524822159816
14:08:42.363000,19.95000407298794, 'off', 0, 29.57425638877252, 'off', 0, 14.596792822398527, 15.1400317793088, 13.116664261605479, 12.828410338593926
14:08:44.004000,19.95000407298794, 'off', 0, 29.57425638877252, 'off', 0, 14.596792822398527, 15.1400317793088, 13.116664261605479, 12.828410338593926
14:08:45.676000,20.051828771586834, 'off', 0, 29.399699762602992, 'off', 0, 14.530300822746995, 15.206678840940526, 12.72088834135701, 12.503588815386536
14:08:47.275000,20.051828771586834, 'off', 0, 29.399699762602992, 'off', 0, 14.530300822746995, 15.206678840940526, 12.72088834135701, 12.503588815386536
14:08:48.978000,20.00091642228739, 'off', 0, 29.92336964111158, 'off', 0, 14.663308877424754, 15.340060252596857, 12.654963611985238, 12.763416675740757
14:08:50.599000,20.00091642228739, 'off', 0, 29.92336964111158, 'off', 0, 14.663308877424754, 15.340060252596857, 12.654963611985238, 12.763416675740757
14:08:52.279000,19.95000407298794, 'off', 0, 29.92336964111158, 'off', 0, 14.996268606159276, 15.540358550988742, 13.248689340383862, 13.21872125599134
14:08:53.861000,19.95000407298794, 'off', 0, 29.92336964111158, 'off', 0, 14.996268606159276, 15.540358550988742, 13.248689340383862, 13.21872125599134
