time,'Heater 1: T (C)', 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)', 'Steady State: State ()'
12:47.0,20,0,0,20,0,0,20,20,20,20,0
12:47.1,20, 'on',0,20, 'on',0,20,20,20,20,0
12:47.5,20, 'off',0,20, 'off',0,20,20,20,20,0
12:47.8,20, 'off',0,20, 'off',0,20,20,20,20,0
12:48.0,23.6, 'off',0,23.33, 'off',0,23.56,23.55,75.8,23.26,0
12:48.3,27.21, 'off',0,26.65, 'off',0,27.12,27.11,131.6,26.53, 'Varying'
12:48.6,30.81, 'off',0,29.98, 'off',0,30.68,30.66,185.77,29.8, 'Varying'
12:48.9,34.41, 'off',0,33.3, 'off',0,34.24,34.21,239.94,33.06, 'Varying'
12:49.2,38.01, 'off',0,36.63, 'off',0,37.8,37.76,295.75,36.33, 'Varying'
12:49.5,38.01, 'off',0,36.63, 'off',0,37.8,37.76,297.38,36.33, 'Varying'
12:49.8,38.01, 'off',0,36.63, 'off',0,37.8,37.77,297.38,36.34, 'Varying'
12:50.0,38.01, 'off',0,36.63, 'off',0,37.8,37.76,295.75,36.34, 'Varying'
12:50.3,38, 'off',0,36.63, 'off',0,37.8,37.76,295.75,36.34, 'Varying'
12:50.6,38, 'off',0,36.63, 'off',0,37.8,37.76,297.65,36.33, 'Varying'
12:50.9,38, 'off',0,36.62, 'off',0,37.79,37.76,297.65,36.33, 'Varying'
12:51.2,38, 'off',0,36.62, 'off',0,37.79,37.76,299.28,36.33, 'Varying'
12:51.5,38, 'off',0,36.62, 'off',0,37.79,37.76,300.91,36.33, 'Varying'
12:51.8,38, 'off',0,36.62, 'off',0,37.79,37.76,299.01,36.33, 'Varying'
12:52.0,38, 'off',0,36.62, 'off',0,37.79,37.76,299.01,36.33, 'Varying'
12:52.3,38, 'off',0,36.62, 'off',0,37.79,37.75,299.01,36.33, 'Varying'
12:52.5,38, 'off',0,36.62, 'off',0,37.78,37.75,299.01,36.33, 'Varying'
12:52.8,37.99, 'off',0,36.62, 'off',0,37.78,37.75,299.01,36.33, 'Varying'
12:53.1,37.99, 'off',0,36.62, 'off',0,37.78,37.75,299.01,36.33, 'Varying'
12:53.4,37.99, 'off',0,36.62, 'off',0,37.78,37.75,299.01,36.33, 'Varying'
12:53.7,37.99, 'off',0,36.62, 'off',0,37.78,37.75,299.01,36.33, 'Varying'
12:54.0,37.98, 'off',0,36.62, 'off',0,37.77,37.75,299.01,36.33, 'Varying'
12:54.3,37.98, 'off',0,36.61, 'off',0,37.77,37.75,299.01,36.33, 'Varying'
12:54.5,37.98, 'off',0,36.61, 'off',0,37.77,37.74,299.01,36.33, 'Varying'
12:54.8,37.98, 'off',0,36.61, 'off',0,37.77,37.74,299.01,36.32, 'Varying'
12:55.1,37.98, 'off',0,36.61, 'off',0,37.76,37.74,299.01,36.32, 'Varying'
12:55.4,37.98, 'off',0,36.61, 'off',0,37.76,37.74,299.01,36.32, 'Varying'
12:55.7,37.98, 'off',0,36.61, 'off',0,37.76,37.74,299.01,36.32, 'Varying'
12:56.0,37.98, 'off',0,36.61, 'off',0,37.76,37.74,299.01,36.32, 'Varying'
12:56.3,37.97, 'off',0,36.61, 'off',0,37.76,37.74,299.01,36.31, 'Varying'
12:56.6,37.97, 'off',0,36.61, 'off',0,37.76,37.74,299.01,36.31, 'Varying'
12:56.8,37.97, 'off',0,36.61, 'off',0,37.76,37.74,299.01,36.32, 'Varying'
12:57.1,37.96, 'off',0,36.61, 'off',0,37.76,37.74,300.91,36.32, 'Varying'
12:57.5,37.96, 'off',0,36.6, 'off',0,37.76,37.74,300.91,36.32, 'Varying'
12:57.8,37.96, 'off',0,36.6, 'off',0,37.76,37.74,300.91,36.32, 'Varying'
12:58.1,37.95, 'off',0,36.6, 'off',0,37.75,37.74,300.91,36.31, 'Varying'
12:58.4,37.95, 'off',0,36.59, 'off',0,37.75,37.74,302.81,36.31, 'Varying'
12:58.7,37.95, 'off',0,36.59, 'off',0,37.75,37.73,302.81,36.32, 'Varying'
12:59.0,37.95, 'off',0,36.59, 'off',0,37.75,37.73,302.81,36.32, 'Varying'
12:59.3,37.95, 'off',0,36.59, 'off',0,37.75,37.73,300.91,36.31, 'Varying'
12:59.6,37.95, 'off',0,36.59, 'off',0,37.75,37.73,299.01,36.31, 'Varying'
12:59.8,37.94, 'off',0,36.59, 'off',0,37.75,37.74,299.01,36.31, 'Varying'
13:00.1,37.94, 'off',0,36.59, 'off',0,37.75,37.73,299.01,36.31, 'Varying'
13:00.4,37.94, 'off',0,36.59, 'off',0,37.74,37.73,299.01,36.31, 'Varying'
13:00.7,37.93, 'off',0,36.59, 'off',0,37.74,37.73,299.01,36.31, 'Varying'
13:01.0,37.93, 'off',0,36.58, 'off',0,37.74,37.73,299.01,36.31, 'Varying'
13:01.3,37.92, 'off',0,36.58, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:01.5,37.92, 'off',0,36.58, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:01.9,37.91, 'off',0,36.58, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:02.2,37.91, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:02.5,37.91, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:02.8,37.91, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:03.1,37.9, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:03.4,37.9, 'off',0,36.57, 'off',0,37.74,37.73,295.95,36.3, 'Varying'
13:03.7,37.89, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:04.0,37.88, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:04.3,37.87, 'off',0,36.56, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:04.6,37.87, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.31, 'Varying'
13:04.8,37.86, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.31, 'Varying'
13:05.1,37.86, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.31, 'Varying'
13:05.4,37.86, 'off',0,36.57, 'off',0,37.74,37.73,299.01,36.31, 'Varying'
13:05.7,37.86, 'off',0,36.56, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:06.0,37.86, 'off',0,36.56, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:06.4,37.85, 'off', 'on',36.56, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:06.7,37.85, 'on', 'on',36.56, 'off',0,37.74,37.73,299.01,36.31, 'Varying'
13:07.1,37.85, 'on', 'on',36.56, 'off',0,37.74,37.73,299.01,36.31, 'Varying'
13:07.4,37.84, 'on', 'on',36.55, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:07.8,37.84, 'on', 'on',36.55, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:08.1,37.84, 'on', 'on',36.54, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:08.4,37.84, 'on', 'on',36.54, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:08.8,37.84, 'on', 'on',36.54, 'off',0,37.74,37.73,299.01,36.3, 'Varying'
13:09.1,37.83, 'on', 'on',36.54, 'off',0,37.74,37.72,299.01,36.3, 'Varying'
