time,'Heater 1: T (C)', 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)', 'Steady State: State ()'
42:24.6,20,0,0,20,0,0,20,20,20,20,0
42:24.8,20, 'on',0,20, 'on',0,20,20,20,20,0
42:25.3,20, 'off',0,20, 'off',0,20,20,20,20,0
42:25.7,20, 'off',0,20, 'off',0,20,20,20,20,0
42:26.2,22.81, 'off',0,22.82, 'off',0,22.91,20.98,71.48,22.83,0
42:26.6,25.61, 'off',0,25.65, 'off',0,25.83,21.97,121.83,25.65, 'Varying'
42:27.1,28.41, 'off',0,28.47, 'off',0,28.74,22.95,173.32,28.48, 'Varying'
42:27.5,31.21, 'off',0,31.3, 'off',0,31.65,23.93,224.8,31.3, 'Varying'
42:27.9,34.02, 'off',0,34.12, 'off',0,34.57,24.92,276.28,34.13, 'Varying'
42:28.4,34.02, 'off',0,34.12, 'off',0,34.57,24.92,277.41,34.13, 'Varying'
42:28.8,34.02, 'off',0,34.12, 'off',0,34.57,24.92,277.41,34.13, 'Varying'
42:29.2,34.02, 'off',0,34.12, 'off',0,34.57,24.93,277.41,34.13, 'Varying'
42:29.7,34.02, 'off',0,34.12, 'off',0,34.57,24.93,277.41,34.13, 'Varying'
42:30.1,34.01, 'off',0,34.12, 'off',0,34.57,24.93,277.41,34.13, 'Varying'
42:30.6,34.01, 'off',0,34.12, 'off',0,34.57,24.93,277.41,34.13, 'Varying'
42:31.0,34.01, 'off',0,34.12, 'off',0,34.57,24.93,277.41,34.13, 'Varying'
42:31.4,34.01, 'off',0,34.12, 'off',0,34.57,24.94,277.41,34.13, 'Varying'
42:31.9,34.01, 'off',0,34.12, 'off',0,34.57,24.93,277.41,34.13, 'Varying'
42:32.3,34.01, 'off',0,34.12, 'off',0,34.57,24.94,276.28,34.13, 'Varying'
42:32.7,34.01, 'off',0,34.12, 'off',0,34.57,24.94,275.15,34.13, 'Varying'
42:33.2,34, 'off',0,34.12, 'off',0,34.57,24.94,275.15,34.13, 'Varying'
42:33.6,34, 'off',0,34.12, 'off',0,34.57,24.93,274.02,34.13, 'Varying'
42:34.1,34, 'off',0,34.12, 'off',0,34.57,24.93,275.15,34.12, 'Varying'
42:34.5,34, 'off',0,34.12, 'off',0,34.57,24.93,275.15,34.12, 'Varying'
42:34.9,34, 'off',0,34.12, 'off',0,34.57,24.93,275.15,34.12, 'Varying'
42:35.4,34, 'off',0,34.12, 'off',0,34.57,24.93,276.28,34.12, 'Varying'
42:35.9,34, 'off',0,34.12, 'off',0,34.57,24.93,276.28,34.11, 'Varying'
42:36.4,33.99, 'off',0,34.12, 'off',0,34.57,24.93,276.28,34.11, 'Varying'
42:36.9,33.99, 'off',0,34.12, 'off',0,34.57,24.93,277.41,34.11, 'Varying'
42:37.4,33.99, 'on', 'on',34.12, 'off',0,34.57,24.93,277.41,34.11, 'Varying'
42:37.9,33.99, 'on', 'on',34.11, 'off',0,34.57,24.93,277.41,34.1, 'Varying'
42:38.4,33.99, 'on', 'on',34.11, 'off',0,34.57,24.93,283.63,34.1, 'Varying'
42:38.9,33.99, 'on', 'on',34.11, 'off',0,34.57,24.93,289.85,34.1, 'Varying'
42:39.4,33.98, 'off', 'on',34.11, 'off',0,34.57,24.93,296.07,34.1, 'Varying'
42:39.9,33.98, 'off', 'on',34.11, 'off',0,34.57,24.93,302.29,34.09, 'Varying'
42:40.4,33.98, 'off', 'on',34.11, 'off',0,34.57,24.93,308.51,34.09, 'Varying'
42:40.8,33.98, 'off', 'on',34.11, 'off',0,34.57,24.93,308.51,34.09, 'Varying'
42:41.2,33.98, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.09, 'Varying'
42:41.7,33.98, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.08, 'Varying'
42:42.1,33.97, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.08, 'Varying'
42:42.6,33.98, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.08, 'Varying'
42:43.0,33.98, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.09, 'Varying'
42:43.4,33.99, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.08, 'Varying'
42:43.9,34, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.08, 'Varying'
42:44.3,34.01, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.08, 'Varying'
42:44.7,34.04, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.08, 'Varying'
42:45.2,34.06, 'off', 'on',34.11, 'off',0,34.57,24.94,308.51,34.08, 'Varying'
42:45.6,34.08, 'off', 'on',34.11, 'off',0,34.56,24.94,308.51,34.08, 'Varying'
42:46.1,34.09, 'off', 'on',34.11, 'off',0,34.56,24.94,308.51,34.08, 'Varying'
42:46.5,34.11, 'off', 'on',34.11, 'off',0,34.56,24.94,308.51,34.08, 'Varying'
42:46.9,34.11, 'off', 'on',34.11, 'off',0,34.56,24.94,308.51,34.07, 'Varying'
42:47.4,34.11, 'on', 'on',34.11, 'off',0,34.55,24.94,308.51,34.07, 'Varying'
42:47.8,34.11, 'on', 'on',34.11, 'off',0,34.55,24.94,308.51,34.07, 'Varying'
42:48.2,34.13, 'on', 'on',34.11, 'off',0,34.55,24.93,308.51,34.07, 'Varying'
42:48.7,34.15, 'on', 'on',34.11, 'off',0,34.55,24.93,308.51,34.07, 'Varying'
42:49.1,34.16, 'on', 'on',34.11, 'off',0,34.55,24.93,308.51,34.07, 'Varying'
42:49.5,34.18, 'off', 'on',34.11, 'off',0,34.55,24.93,308.51,34.06, 'Varying'
42:49.9,34.2, 'off', 'on',34.11, 'off',0,34.55,24.93,308.51,34.06, 'Varying'
42:50.4,34.24, 'off', 'on',34.11, 'off',0,34.54,24.93,308.51,34.06, 'Varying'
42:50.8,34.27, 'off', 'on',34.11, 'off',0,34.54,24.93,308.51,34.06, 'Varying'
42:51.2,34.3, 'off', 'on',34.12, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
42:51.7,34.34, 'off', 'on',34.12, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
42:52.1,34.37, 'off', 'on',34.12, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:52.6,34.4, 'off', 'on',34.12, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:52.9,34.42, 'off', 'on',34.13, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:53.4,34.46, 'off', 'on',34.14, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
42:53.9,34.5, 'off', 'on',34.14, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
42:54.3,34.53, 'off', 'on',34.15, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
42:54.7,34.55, 'off', 'on',34.16, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:55.1,34.58, 'off', 'on',34.17, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:55.6,34.58, 'off', 'on',34.17, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:56.1,34.59, 'off', 'on',34.18, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:56.4,34.62, 'off', 'on',34.19, 'off',0,34.53,24.94,308.51,34.05, 'Varying'
42:56.9,34.67, 'off', 'on',34.21, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:57.4,34.71, 'on', 'on',34.23, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:57.8,34.78, 'on', 'on',34.25, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:58.2,34.83, 'on', 'on',34.26, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:58.7,34.88, 'on', 'on',34.28, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:59.1,34.91, 'on', 'on',34.28, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:59.5,34.94, 'off', 'on',34.29, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
42:59.9,34.96, 'off', 'on',34.29, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
43:00.4,34.99, 'off', 'on',34.3, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:00.8,35.02, 'off', 'on',34.3, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:01.2,35.06, 'off', 'on',34.3, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:01.7,35.1, 'off', 'on',34.3, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:02.1,35.14, 'off', 'on',34.3, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:02.5,35.17, 'off', 'on',34.3, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:02.9,35.19, 'off', 'on',34.3, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:03.4,35.21, 'off', 'on',34.32, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:03.8,35.22, 'off', 'on',34.33, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:04.2,35.26, 'off', 'on',34.35, 'off',0,34.54,24.93,308.51,34.05, 'Varying'
43:04.7,35.3, 'off', 'on',34.36, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
43:05.1,35.33, 'off', 'on',34.38, 'off',0,34.54,24.94,308.51,34.05, 'Varying'
43:05.6,35.4, 'off', 'on',34.38, 'off',0,34.55,24.94,308.51,34.05, 'Varying'
43:06.0,35.47, 'off', 'on',34.39, 'off',0,34.55,24.94,308.51,34.05, 'Varying'
