time,'Heater 1: T (C)', 'Heater 2: T (C)', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)'
36:51.0,31.98,39.99,37.63,29.32,28.3,32.47
36:51.4,31.98,39.99,37.63,29.33,28.3,32.47
36:51.9,31.98,39.98,37.63,29.33,28.31,32.47
36:52.4,31.98,39.98,37.63,29.34,28.32,32.47
36:52.9,31.98,39.98,37.63,29.34,28.32,32.48
36:53.4,31.99,39.98,37.63,29.34,28.33,32.48
36:53.9,31.99,39.98,37.63,29.35,28.34,32.49
36:54.4,31.99,39.98,37.62,29.35,28.34,32.49
36:54.9,31.99,39.98,37.62,29.35,28.34,32.5
36:55.4,31.99,39.98,37.62,29.36,28.35,32.5
36:55.9,31.99,39.98,37.62,29.37,28.35,32.5
36:56.4,31.99,39.98,37.62,29.38,28.35,32.51
36:56.9,31.99,39.98,37.61,29.39,28.35,32.52
36:57.4,32,39.98,37.61,29.4,28.36,32.52
36:57.8,32,39.98,37.61,29.43,28.37,32.53
36:58.3,32,39.98,37.61,29.44,28.38,32.54
36:58.9,32.01,39.98,37.61,29.45,28.39,32.54
36:59.4,32.01,39.98,37.61,29.47,28.4,32.55
36:59.9,32.01,39.98,37.6,29.49,28.4,32.55
37:00.4,32.01,39.98,37.6,29.49,28.4,32.56
37:00.9,32.01,39.98,37.59,29.5,28.41,32.56
37:01.4,32.01,39.98,37.59,29.51,28.42,32.57
37:02.0,32.01,39.97,37.59,29.51,28.43,32.57
37:02.5,32.01,39.96,37.58,29.52,28.43,32.57
37:03.0,32.01,39.95,37.58,29.52,28.43,32.58
37:03.5,32.01,39.94,37.57,29.52,28.44,32.58
37:04.0,32.01,39.94,37.57,29.53,28.45,32.59
37:04.5,32.01,39.93,37.57,29.54,28.47,32.6
37:05.0,32.01,39.92,37.57,29.54,28.49,32.61
37:05.5,32.01,39.91,37.56,29.55,28.49,32.61
37:06.0,32.01,39.9,37.56,29.55,28.5,32.62
37:06.5,32.01,39.89,37.56,29.56,28.5,32.63
37:07.1,32.01,39.89,37.56,29.57,28.51,32.63
37:07.6,32.01,39.88,37.55,29.58,28.52,32.64
37:08.1,32.01,39.88,37.55,29.59,28.52,32.64
37:08.6,32.01,39.87,37.54,29.59,28.52,32.64
37:09.1,32.01,39.87,37.54,29.6,28.52,32.64
37:09.5,32.01,39.86,37.54,29.6,28.53,32.65
37:10.1,32.01,39.86,37.54,29.6,28.53,32.65
37:10.6,32.01,39.85,37.53,29.6,28.53,32.65
37:11.1,32.01,39.84,37.53,29.6,28.53,32.65
37:11.6,32.01,39.82,37.53,29.6,28.53,32.65
37:12.1,32.01,39.81,37.53,29.6,28.53,32.65
37:12.6,32.01,39.79,37.52,29.6,28.54,32.65
37:13.1,32.01,39.78,37.52,29.6,28.54,32.65
37:13.6,32.01,39.76,37.51,29.6,28.54,32.65
37:14.2,32.01,39.75,37.51,29.6,28.54,32.65
37:14.7,32.01,39.73,37.5,29.61,28.54,32.65
37:15.2,32.01,39.72,37.5,29.61,28.55,32.65
37:15.7,32.01,39.71,37.49,29.61,28.55,32.65
37:16.2,32.01,39.7,37.49,29.62,28.56,32.65
37:16.7,32.01,39.69,37.49,29.62,28.57,32.65
37:17.3,32.01,39.68,37.48,29.62,28.58,32.65
37:17.8,32.01,39.67,37.48,29.63,28.58,32.65
37:18.3,32.01,39.67,37.47,29.64,28.59,32.65
37:18.8,32.01,39.66,37.47,29.65,28.6,32.65
37:19.3,32.01,39.65,37.47,29.66,28.6,32.66
37:19.9,32.01,39.64,37.47,29.67,28.61,32.66
37:20.4,32.01,39.63,37.46,29.67,28.62,32.66
37:20.9,32.01,39.62,37.46,29.68,28.64,32.67
37:21.4,32.01,39.61,37.45,29.69,28.64,32.67
37:21.9,32.01,39.6,37.45,29.7,28.65,32.67
37:22.4,32.01,39.59,37.45,29.7,28.66,32.67
37:23.1,32.01,39.58,37.45,29.71,28.67,32.67
37:23.5,32.01,39.58,37.45,29.72,28.68,32.68
37:24.0,32.01,39.57,37.44,29.73,28.7,32.69
37:24.5,32.01,39.57,37.44,29.75,28.71,32.69
37:25.0,32.01,39.57,37.44,29.75,28.72,32.7
37:25.5,32.01,39.57,37.44,29.76,28.73,32.7
37:26.1,32.01,39.57,37.44,29.76,28.73,32.71
37:26.6,32.01,39.57,37.44,29.77,28.73,32.71
37:27.1,32.01,39.57,37.44,29.77,28.73,32.71
37:27.6,32.02,39.57,37.44,29.78,28.74,32.71
37:28.1,32.02,39.57,37.44,29.78,28.74,32.72
37:28.6,32.02,39.57,37.44,29.78,28.75,32.73
37:29.1,32.02,39.57,37.44,29.78,28.75,32.73
37:29.6,32.02,39.57,37.44,29.79,28.76,32.74
37:30.2,32.02,39.57,37.44,29.8,28.77,32.74
37:30.7,32.02,39.56,37.44,29.81,28.77,32.74
37:31.2,32.02,39.56,37.44,29.82,28.78,32.74
37:31.7,32.02,39.56,37.44,29.83,28.78,32.74
37:32.2,32.02,39.55,37.44,29.83,28.79,32.74
37:32.7,32.02,39.54,37.44,29.84,28.8,32.74
37:33.2,32.02,39.53,37.44,29.84,28.8,32.74
37:33.8,32.02,39.51,37.44,29.85,28.81,32.74
37:34.3,32.02,39.49,37.44,29.85,28.82,32.74
37:34.8,32.03,39.48,37.44,29.86,28.82,32.74
37:35.3,32.03,39.47,37.44,29.86,28.82,32.75
37:35.8,32.03,39.46,37.44,29.87,28.83,32.75
37:36.3,32.03,39.44,37.44,29.87,28.84,32.75
37:36.8,32.03,39.43,37.44,29.87,28.86,32.76
37:37.3,32.03,39.42,37.44,29.87,28.87,32.76
37:37.8,32.03,39.4,37.44,29.87,28.89,32.76
37:38.4,32.03,39.39,37.44,29.87,28.9,32.77
37:38.9,32.03,39.39,37.44,29.87,28.9,32.77
37:39.4,32.03,39.38,37.44,29.87,28.91,32.77
37:39.9,32.04,39.37,37.44,29.87,28.91,32.78
37:40.4,32.04,39.37,37.44,29.87,28.91,32.78
37:41.0,32.04,39.36,37.44,29.87,28.91,32.79
37:41.5,32.05,39.36,37.44,29.87,28.92,32.79
37:42.0,32.05,39.36,37.44,29.87,28.92,32.8
37:42.5,32.05,39.36,37.44,29.87,28.93,32.8
37:43.0,32.06,39.35,37.44,29.87,28.94,32.81
37:43.5,32.05,39.35,37.44,29.87,28.95,32.82
37:44.0,32.05,39.35,37.44,29.87,28.96,32.83
37:44.5,32.05,39.33,37.43,29.87,28.97,32.84
37:45.0,32.05,39.32,37.43,29.87,28.97,32.85
37:45.5,32.06,39.31,37.43,29.87,28.97,32.85
37:46.1,32.05,39.29,37.42,29.87,28.98,32.86
37:46.6,32.06,39.27,37.42,29.87,28.98,32.86
37:47.1,32.06,39.26,37.42,29.87,28.98,32.87
37:47.6,32.06,39.26,37.42,29.87,28.98,32.87
37:48.1,32.07,39.24,37.41,29.88,28.98,32.88
37:48.6,32.07,39.23,37.41,29.88,28.98,32.89
37:49.2,32.08,39.21,37.41,29.89,28.98,32.89
37:49.7,32.08,39.2,37.41,29.9,28.98,32.9
37:50.2,32.08,39.19,37.4,29.91,28.98,32.9
37:50.7,32.09,39.18,37.4,29.92,28.98,32.9
37:51.2,32.09,39.17,37.39,29.93,28.98,32.91
37:51.6,32.09,39.16,37.38,29.94,28.98,32.91
37:52.1,32.09,39.16,37.38,29.95,28.99,32.91
37:52.6,32.09,39.15,37.37,29.96,28.99,32.92
37:53.1,32.1,39.15,37.37,29.96,28.99,32.92
37:53.6,32.1,39.15,37.37,29.97,28.99,32.92
37:54.1,32.1,39.15,37.37,29.99,28.99,32.93
37:54.7,32.1,39.15,37.37,30,29,32.93
37:55.2,32.1,39.15,37.36,30.01,29,32.93
37:55.7,32.11,39.15,37.36,30.02,29,32.93
37:56.2,32.11,39.15,37.36,30.02,29.01,32.93
37:56.7,32.11,39.15,37.35,30.03,29.01,32.93
37:57.2,32.11,39.15,37.35,30.03,29.01,32.93
37:57.7,32.11,39.15,37.35,30.03,29.02,32.93
37:58.2,32.12,39.15,37.35,30.04,29.03,32.93
37:58.7,32.11,39.15,37.35,30.04,29.04,32.93
37:59.2,32.12,39.15,37.34,30.05,29.05,32.93
37:59.7,32.12,39.15,37.34,30.05,29.05,32.93
38:00.3,32.12,39.15,37.34,30.06,29.05,32.93
38:00.8,32.12,39.15,37.34,30.06,29.05,32.93
38:01.3,32.12,39.15,37.34,30.06,29.06,32.93
38:01.8,32.13,39.15,37.33,30.07,29.06,32.93
38:02.3,32.13,39.15,37.33,30.08,29.06,32.93
38:02.8,32.13,39.15,37.33,30.08,29.07,32.93
38:03.3,32.14,39.15,37.33,30.09,29.07,32.93
38:03.8,32.14,39.14,37.32,30.1,29.08,32.93
38:04.3,32.14,39.13,37.32,30.1,29.08,32.93
38:04.9,32.14,39.13,37.32,30.12,29.09,32.93
38:05.4,32.14,39.12,37.32,30.13,29.1,32.93
38:05.9,32.14,39.12,37.32,30.14,29.11,32.93
38:06.4,32.14,39.11,37.32,30.14,29.12,32.93
38:06.9,32.14,39.1,37.31,30.16,29.13,32.93
38:07.4,32.15,39.09,37.31,30.17,29.14,32.93
38:07.9,32.15,39.09,37.31,30.18,29.14,32.93
38:08.4,32.15,39.08,37.3,30.18,29.15,32.93
38:09.0,32.16,39.07,37.3,30.19,29.17,32.93
38:09.5,32.16,39.07,37.29,30.2,29.18,32.93
38:10.0,32.16,39.06,37.28,30.2,29.19,32.93
38:10.5,32.17,39.06,37.27,30.21,29.19,32.93
38:11.0,32.17,39.05,37.27,30.22,29.21,32.93
38:11.5,32.17,39.05,37.27,30.22,29.22,32.94
38:12.1,32.17,39.04,37.26,30.22,29.23,32.94
38:12.6,32.17,39.04,37.26,30.22,29.25,32.94
38:13.1,32.17,39.03,37.26,30.22,29.25,32.94
38:13.6,32.17,39.02,37.25,30.22,29.26,32.95
38:14.1,32.18,39.02,37.24,30.22,29.27,32.95
38:14.6,32.18,39.01,37.23,30.22,29.26,32.95
38:15.1,32.18,39,37.22,30.22,29.27,32.95
38:15.6,32.17,38.99,37.21,30.22,29.28,32.96
38:16.2,32.17,38.98,37.2,30.22,29.28,32.96
38:16.7,32.17,38.98,37.19,30.22,29.29,32.96
38:17.2,32.18,38.97,37.19,30.22,29.3,32.96
38:17.7,32.18,38.95,37.19,30.22,29.3,32.96
38:18.2,32.18,38.95,37.19,30.22,29.3,32.97
38:18.7,32.18,38.94,37.18,30.22,29.31,32.97
38:19.2,32.18,38.92,37.18,30.23,29.32,32.97
38:19.7,32.18,38.91,37.17,30.23,29.32,32.98
38:20.3,32.18,38.9,37.17,30.23,29.33,32.99
38:20.8,32.18,38.89,37.16,30.24,29.33,32.99
38:21.3,32.19,38.88,37.16,30.24,29.33,33
38:21.8,32.19,38.87,37.16,30.25,29.34,33
38:22.3,32.18,38.87,37.15,30.25,29.34,33
38:22.8,32.19,38.86,37.15,30.26,29.34,33.01
38:23.3,32.19,38.85,37.15,30.27,29.34,33.01
38:23.9,32.19,38.85,37.15,30.28,29.34,33.01
38:24.4,32.19,38.85,37.15,30.28,29.35,33.02
38:24.9,32.19,38.85,37.15,30.29,29.35,33.02
38:25.4,32.19,38.84,37.15,30.29,29.35,33.02
38:25.9,32.19,38.84,37.14,30.3,29.35,33.02
38:26.4,32.19,38.84,37.14,30.31,29.35,33.02
38:26.9,32.19,38.84,37.14,30.31,29.35,33.02
38:27.5,32.19,38.84,37.14,30.32,29.35,33.03
38:28.0,32.19,38.84,37.14,30.32,29.36,33.03
38:28.5,32.19,38.84,37.14,30.33,29.37,33.03
38:29.0,32.19,38.84,37.14,30.34,29.38,33.03
38:29.5,32.19,38.84,37.14,30.34,29.39,33.03
38:30.0,32.19,38.84,37.14,30.35,29.4,33.03
38:30.5,32.19,38.84,37.13,30.35,29.4,33.03
38:31.0,32.19,38.83,37.13,30.36,29.41,33.04
38:31.5,32.19,38.83,37.13,30.36,29.41,33.04
38:32.0,32.19,38.83,37.13,30.37,29.42,33.04
38:32.6,32.19,38.82,37.12,30.38,29.42,33.04
38:33.1,32.19,38.81,37.12,30.38,29.43,33.05
38:33.6,32.19,38.81,37.12,30.4,29.44,33.05
38:34.1,32.19,38.8,37.12,30.41,29.44,33.05
38:34.6,32.19,38.79,37.12,30.42,29.45,33.05
38:35.1,32.19,38.78,37.11,30.44,29.47,33.06
38:35.6,32.19,38.78,37.11,30.45,29.48,33.06
38:36.1,32.19,38.77,37.1,30.46,29.48,33.06
38:36.6,32.19,38.77,37.1,30.46,29.5,33.06
38:37.1,32.19,38.76,37.1,30.47,29.5,33.06
38:37.6,32.19,38.76,37.09,30.47,29.5,33.07
38:38.2,32.19,38.75,37.08,30.47,29.5,33.07
38:38.7,32.2,38.75,37.08,30.48,29.5,33.08
38:39.2,32.2,38.74,37.07,30.48,29.51,33.09
38:39.7,32.2,38.73,37.07,30.49,29.52,33.1
38:40.3,32.2,38.73,37.07,30.49,29.53,33.11
38:40.8,32.2,38.72,37.06,30.5,29.53,33.11
38:41.3,32.2,38.71,37.06,30.5,29.54,33.12
38:41.8,32.2,38.7,37.05,30.5,29.54,33.13
38:42.3,32.2,38.69,37.05,30.51,29.55,33.13
38:42.8,32.2,38.68,37.04,30.52,29.56,33.14
38:43.3,32.21,38.67,37.04,30.52,29.56,33.14
38:43.9,32.21,38.65,37.03,30.53,29.56,33.14
38:44.4,32.21,38.64,37.03,30.54,29.56,33.14
38:44.9,32.21,38.62,37.02,30.54,29.57,33.15
38:45.4,32.21,38.61,37.02,30.54,29.57,33.16
38:45.9,32.21,38.6,37.01,30.55,29.58,33.16
38:46.4,32.21,38.58,37,30.55,29.59,33.16
38:46.9,32.21,38.58,37,30.55,29.59,33.16
38:47.4,32.21,38.57,36.99,30.56,29.6,33.17
38:48.0,32.21,38.56,36.98,30.57,29.6,33.17
38:48.5,32.21,38.56,36.97,30.57,29.61,33.18
38:49.0,32.22,38.55,36.97,30.57,29.61,33.18
38:49.6,32.22,38.55,36.96,30.58,29.61,33.19
38:50.1,32.22,38.54,36.96,30.58,29.61,33.19
38:50.6,32.23,38.54,36.96,30.58,29.61,33.19
38:51.1,32.23,38.54,36.96,30.58,29.61,33.19
38:51.6,32.23,38.54,36.95,30.58,29.61,33.19
38:52.1,32.23,38.54,36.95,30.58,29.61,33.19
38:52.6,32.23,38.53,36.95,30.58,29.61,33.2
38:53.1,32.23,38.53,36.94,30.58,29.61,33.2
38:53.7,32.23,38.52,36.94,30.58,29.61,33.2
38:54.2,32.23,38.51,36.94,30.58,29.61,33.2
38:54.7,32.24,38.5,36.94,30.58,29.61,33.2
38:55.2,32.24,38.5,36.93,30.58,29.61,33.2
38:55.7,32.24,38.49,36.93,30.58,29.61,33.21
38:56.2,32.24,38.48,36.93,30.58,29.62,33.21
38:56.7,32.24,38.47,36.93,30.58,29.62,33.21
38:57.3,32.24,38.46,36.93,30.58,29.62,33.21
38:57.8,32.24,38.46,36.93,30.58,29.62,33.21
38:58.3,32.24,38.45,36.93,30.58,29.62,33.21
38:58.8,32.24,38.45,36.93,30.58,29.62,33.21
38:59.3,32.25,38.45,36.93,30.58,29.62,33.22
38:59.8,32.25,38.45,36.93,30.58,29.63,33.22
39:00.3,32.25,38.44,36.93,30.58,29.63,33.22
39:00.9,32.26,38.44,36.93,30.58,29.63,33.22
39:01.4,32.26,38.44,36.93,30.58,29.64,33.22
39:01.9,32.26,38.44,36.93,30.58,29.65,33.22
39:02.4,32.26,38.44,36.93,30.59,29.65,33.22
39:02.9,32.26,38.44,36.93,30.59,29.66,33.22
39:03.4,32.26,38.44,36.93,30.59,29.67,33.22
39:03.9,32.26,38.44,36.93,30.59,29.68,33.22
39:04.4,32.26,38.44,36.93,30.6,29.68,33.22
39:04.9,32.26,38.44,36.93,30.6,29.7,33.23
39:05.4,32.26,38.44,36.93,30.61,29.71,33.23
39:06.0,32.26,38.44,36.93,30.62,29.72,33.23
39:06.5,32.27,38.44,36.93,30.63,29.74,33.23
39:07.0,32.27,38.44,36.93,30.63,29.75,33.24
39:07.5,32.27,38.44,36.93,30.64,29.76,33.24
39:08.0,32.27,38.44,36.93,30.64,29.77,33.25
39:08.5,32.27,38.44,36.93,30.65,29.78,33.24
39:09.0,32.27,38.44,36.93,30.65,29.78,33.25
39:09.5,32.27,38.44,36.93,30.66,29.78,33.25
39:10.0,32.27,38.44,36.93,30.67,29.79,33.25
39:10.6,32.27,38.44,36.93,30.67,29.79,33.25
39:11.1,32.27,38.43,36.93,30.68,29.79,33.25
39:11.6,32.27,38.43,36.93,30.69,29.79,33.25
39:12.1,32.27,38.43,36.93,30.7,29.8,33.25
39:12.6,32.28,38.43,36.93,30.71,29.81,33.26
39:13.1,32.27,38.42,36.93,30.71,29.81,33.26
39:13.6,32.27,38.42,36.93,30.72,29.82,33.26
39:14.2,32.27,38.41,36.93,30.72,29.83,33.26
39:14.7,32.28,38.4,36.93,30.72,29.83,33.27
39:15.2,32.28,38.39,36.93,30.73,29.84,33.27
39:15.7,32.28,38.38,36.93,30.73,29.84,33.27
39:16.2,32.28,38.37,36.93,30.74,29.85,33.27
39:16.7,32.28,38.36,36.93,30.74,29.86,33.28
39:17.2,32.28,38.36,36.93,30.74,29.87,33.28
39:17.7,32.28,38.35,36.93,30.75,29.88,33.28
39:18.2,32.28,38.35,36.93,30.75,29.89,33.28
39:18.7,32.28,38.34,36.93,30.76,29.91,33.29
39:19.2,32.28,38.34,36.93,30.76,29.92,33.29
39:19.8,32.28,38.33,36.93,30.76,29.93,33.29
39:20.3,32.28,38.32,36.93,30.76,29.93,33.29
39:20.8,32.28,38.31,36.93,30.77,29.94,33.29
39:21.3,32.29,38.31,36.93,30.77,29.94,33.29
39:21.8,32.29,38.3,36.93,30.78,29.95,33.29
39:22.3,32.29,38.29,36.93,30.78,29.95,33.29
39:22.9,32.29,38.29,36.93,30.79,29.95,33.29
39:23.4,32.29,38.28,36.93,30.79,29.95,33.29
39:23.9,32.29,38.27,36.93,30.8,29.95,33.29
39:24.4,32.29,38.26,36.93,30.81,29.95,33.29
39:24.9,32.3,38.26,36.92,30.82,29.95,33.29
39:25.5,32.3,38.25,36.92,30.84,29.96,33.3
39:26.0,32.3,38.24,36.92,30.85,29.96,33.3
39:26.5,32.3,38.24,36.91,30.86,29.97,33.3
39:27.0,32.3,38.24,36.91,30.87,29.97,33.3
39:27.5,32.3,38.23,36.91,30.88,29.97,33.3
39:28.0,32.3,38.23,36.91,30.89,29.97,33.3
39:28.5,32.3,38.23,36.91,30.89,29.97,33.3
39:29.0,32.3,38.23,36.91,30.89,29.97,33.3
39:29.5,32.3,38.23,36.91,30.9,29.97,33.3
39:30.1,32.31,38.22,36.9,30.91,29.97,33.3
39:30.6,32.31,38.22,36.9,30.92,29.98,33.3
39:31.1,32.31,38.22,36.9,30.92,29.98,33.3
39:31.6,32.31,38.21,36.89,30.93,29.98,33.3
39:32.1,32.31,38.2,36.89,30.93,29.98,33.3
39:32.6,32.31,38.19,36.88,30.94,29.98,33.3
39:33.1,32.31,38.18,36.88,30.94,29.99,33.3
39:33.7,32.31,38.16,36.87,30.94,30,33.3
39:34.2,32.32,38.15,36.87,30.95,30,33.3
39:34.7,32.32,38.14,36.86,30.95,30.01,33.3
39:35.2,32.32,38.13,36.86,30.95,30.01,33.3
39:35.7,32.32,38.12,36.86,30.96,30.02,33.3
39:36.2,32.33,38.12,36.85,30.97,30.03,33.3
39:36.7,32.33,38.11,36.85,30.98,30.02,33.3
39:37.2,32.33,38.1,36.85,30.98,30.03,33.3
39:37.7,32.33,38.09,36.85,30.99,30.04,33.3
39:38.2,32.33,38.08,36.84,31,30.04,33.3
39:38.7,32.33,38.07,36.84,31,30.04,33.3
39:39.3,32.33,38.07,36.84,31,30.05,33.3
39:39.8,32.33,38.06,36.84,31,30.06,33.3
39:40.3,32.34,38.05,36.83,31.01,30.06,33.3
39:40.8,32.34,38.05,36.83,31.01,30.07,33.3
39:41.3,32.34,38.04,36.83,31.01,30.07,33.3
39:41.8,32.34,38.03,36.83,31.01,30.08,33.3
39:42.3,32.34,38.03,36.83,31.02,30.08,33.3
39:42.9,32.34,38.02,36.83,31.02,30.08,33.3
39:43.4,32.34,38.02,36.83,31.02,30.1,33.3
39:43.9,32.34,38.01,36.83,31.02,30.11,33.3
39:44.4,32.34,38.01,36.83,31.03,30.12,33.3
39:45.0,32.34,38,36.82,31.03,30.13,33.3
39:45.5,32.34,37.99,36.82,31.03,30.15,33.3
39:46.0,32.34,37.98,36.82,31.03,30.15,33.3
39:46.5,32.34,37.98,36.82,31.03,30.15,33.3
39:47.0,32.35,37.97,36.82,31.03,30.16,33.3
39:47.6,32.35,37.97,36.82,31.03,30.16,33.3
39:48.1,32.35,37.96,36.81,31.03,30.16,33.3
39:48.6,32.35,37.96,36.8,31.03,30.17,33.3
39:49.1,32.35,37.95,36.8,31.03,30.18,33.3
39:49.6,32.35,37.95,36.79,31.03,30.18,33.3
39:50.2,32.36,37.94,36.78,31.03,30.2,33.3
39:50.7,32.36,37.94,36.78,31.03,30.21,33.3
39:51.2,32.36,37.93,36.77,31.04,30.22,33.3
39:51.7,32.36,37.93,36.77,31.04,30.22,33.3
39:52.2,32.36,37.93,36.76,31.04,30.22,33.3
39:52.7,32.36,37.93,36.76,31.04,30.23,33.3
39:53.2,32.36,37.93,36.75,31.05,30.23,33.3
39:53.7,32.36,37.93,36.75,31.05,30.24,33.3
39:54.2,32.36,37.93,36.74,31.05,30.25,33.3
39:54.8,32.36,37.93,36.74,31.06,30.26,33.3
39:55.3,32.36,37.93,36.73,31.06,30.26,33.3
39:55.8,32.36,37.93,36.73,31.06,30.27,33.3
39:56.3,32.36,37.93,36.73,31.06,30.27,33.3
39:56.8,32.36,37.93,36.72,31.07,30.28,33.3
39:57.4,32.36,37.93,36.71,31.08,30.28,33.3
39:57.9,32.36,37.93,36.7,31.09,30.28,33.3
39:58.4,32.36,37.93,36.69,31.1,30.28,33.3
39:58.9,32.36,37.93,36.68,31.11,30.28,33.3
39:59.4,32.37,37.93,36.68,31.12,30.28,33.3
39:59.9,32.37,37.93,36.68,31.13,30.29,33.3
40:00.5,32.37,37.93,36.67,31.13,30.3,33.3
40:01.0,32.37,37.93,36.66,31.14,30.31,33.3
40:01.5,32.37,37.92,36.66,31.14,30.31,33.3
40:02.0,32.37,37.92,36.66,31.15,30.32,33.3
40:02.6,32.37,37.91,36.66,31.15,30.32,33.3
40:03.1,32.37,37.9,36.65,31.16,30.33,33.3
40:03.6,32.37,37.9,36.65,31.16,30.33,33.3
40:04.1,32.37,37.89,36.65,31.17,30.33,33.3
40:04.6,32.37,37.88,36.64,31.17,30.33,33.3
40:05.1,32.37,37.87,36.64,31.18,30.33,33.3
40:05.7,32.37,37.86,36.64,31.19,30.33,33.3
40:06.2,32.37,37.85,36.64,31.19,30.34,33.3
40:06.7,32.37,37.85,36.63,31.19,30.34,33.3
40:07.2,32.37,37.84,36.63,31.19,30.34,33.3
40:07.7,32.37,37.83,36.63,31.2,30.34,33.3
40:08.2,32.37,37.82,36.63,31.2,30.34,33.3
40:08.7,32.37,37.81,36.63,31.2,30.34,33.3
40:09.2,32.37,37.8,36.63,31.21,30.34,33.3
40:09.7,32.37,37.78,36.63,31.21,30.34,33.3
40:10.3,32.37,37.78,36.62,31.21,30.34,33.3
40:10.8,32.37,37.77,36.62,31.21,30.34,33.3
40:11.3,32.37,37.76,36.62,31.21,30.34,33.3
40:11.8,32.37,37.76,36.62,31.22,30.34,33.3
40:12.3,32.37,37.75,36.61,31.22,30.34,33.3
40:12.8,32.37,37.75,36.61,31.22,30.34,33.3
40:13.4,32.37,37.75,36.61,31.23,30.34,33.3
40:13.9,32.37,37.74,36.61,31.23,30.34,33.3
40:14.4,32.37,37.74,36.6,31.24,30.34,33.3
40:14.9,32.37,37.74,36.6,31.24,30.34,33.3
40:15.4,32.37,37.73,36.6,31.24,30.34,33.3
40:15.9,32.37,37.73,36.59,31.24,30.34,33.3
40:16.4,32.37,37.73,36.58,31.25,30.35,33.3
40:17.0,32.37,37.73,36.58,31.25,30.35,33.3
40:17.5,32.37,37.73,36.57,31.26,30.35,33.3
40:18.0,32.37,37.73,36.57,31.26,30.36,33.3
40:18.5,32.37,37.72,36.56,31.26,30.36,33.3
40:19.0,32.37,37.72,36.56,31.27,30.37,33.3
40:19.6,32.37,37.72,36.56,31.27,30.37,33.3
40:20.1,32.37,37.71,36.55,31.27,30.37,33.3
40:20.6,32.37,37.71,36.55,31.28,30.38,33.3
40:21.1,32.37,37.7,36.55,31.28,30.38,33.3
40:21.6,32.37,37.7,36.55,31.28,30.38,33.3
40:22.2,32.37,37.69,36.54,31.29,30.39,33.3
40:22.7,32.37,37.68,36.54,31.29,30.4,33.3
40:23.2,32.37,37.68,36.54,31.29,30.41,33.3
40:23.7,32.37,37.66,36.54,31.29,30.41,33.3
40:24.2,32.37,37.65,36.53,31.29,30.43,33.3
40:24.7,32.37,37.64,36.53,31.29,30.44,33.3
40:25.3,32.37,37.62,36.53,31.3,30.45,33.3
40:25.8,32.37,37.61,36.53,31.3,30.45,33.3
40:26.3,32.37,37.6,36.53,31.3,30.45,33.3
40:26.8,32.37,37.59,36.53,31.3,30.46,33.3
40:27.3,32.37,37.59,36.53,31.3,30.47,33.3
40:27.8,32.37,37.58,36.53,31.3,30.47,33.31
40:28.3,32.37,37.57,36.53,31.3,30.47,33.31
40:28.9,32.37,37.56,36.53,31.3,30.48,33.31
40:29.4,32.37,37.55,36.53,31.3,30.49,33.31
40:29.9,32.37,37.54,36.53,31.3,30.49,33.31
40:30.4,32.37,37.54,36.53,31.3,30.5,33.31
40:30.9,32.37,37.53,36.53,31.3,30.5,33.31
40:31.4,32.37,37.53,36.53,31.3,30.5,33.31
40:31.9,32.37,37.53,36.53,31.3,30.51,33.31
40:32.4,32.37,37.53,36.53,31.3,30.51,33.31
40:32.9,32.37,37.53,36.53,31.3,30.51,33.31
40:33.4,32.37,37.53,36.53,31.3,30.51,33.31
40:34.0,32.37,37.53,36.53,31.3,30.52,33.31
40:34.5,32.37,37.53,36.53,31.3,30.52,33.31
40:35.0,32.37,37.53,36.53,31.3,30.52,33.32
40:35.5,32.37,37.53,36.53,31.3,30.53,33.32
40:36.0,32.37,37.53,36.53,31.3,30.54,33.32
40:36.5,32.37,37.53,36.53,31.3,30.54,33.32
40:37.0,32.37,37.53,36.53,31.3,30.55,33.32
40:37.6,32.37,37.53,36.53,31.3,30.56,33.32
40:38.1,32.37,37.53,36.53,31.3,30.56,33.33
40:38.6,32.37,37.53,36.53,31.3,30.56,33.33
40:39.1,32.37,37.53,36.53,31.31,30.57,33.33
40:39.6,32.37,37.53,36.53,31.31,30.59,33.33
40:40.1,32.37,37.53,36.53,31.31,30.59,33.34
40:40.6,32.37,37.53,36.53,31.31,30.61,33.33
40:41.1,32.37,37.53,36.53,31.32,30.62,33.34
40:41.6,32.37,37.53,36.53,31.32,30.62,33.35
40:42.2,32.37,37.53,36.53,31.33,30.63,33.35
40:42.7,32.37,37.53,36.53,31.33,30.64,33.35
40:43.2,32.37,37.53,36.52,31.34,30.64,33.35
40:43.7,32.37,37.53,36.52,31.34,30.65,33.35
40:44.2,32.37,37.53,36.52,31.35,30.66,33.35
40:44.7,32.37,37.53,36.52,31.36,30.66,33.35
40:45.2,32.37,37.53,36.51,31.37,30.67,33.35
40:45.7,32.37,37.53,36.51,31.38,30.67,33.35
40:46.3,32.37,37.53,36.51,31.39,30.68,33.35
40:46.8,32.37,37.53,36.5,31.4,30.69,33.36
40:47.3,32.37,37.52,36.5,31.4,30.7,33.36
40:47.8,32.37,37.52,36.49,31.39,30.71,33.36
40:48.4,32.37,37.52,36.49,31.4,30.71,33.36
