time,temp1, 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)', 'Steady State: State ()',,20.60263787,7.35436
04:51.6,0,0,0,0,0,0,-25.89092862,-25.95822219,-16.99845665,-24.86428869,0,,-20.60263787,-280.1418189
04:51.7,0, 'on',0,0, 'on',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869,0,,-20.60264,7.35436
04:51.9,0, 'off',0,0, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869,0,,-20.60264,-2.801418478
04:52.1,0, 'off',0,0, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869,0,,-20.60264,7.35436
04:52.3,4.106298359, 'off',0,4.00948719, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869,0,,-16.49634164,-2.24306964
04:52.6,8.212596717, 'off',0,8.018974381, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-12.39004328,5.523699781
04:52.8,12.31889508, 'off',0,12.02846157, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-8.283744924,-1.499673272
04:53.1,16.42519343, 'off',0,16.03794876, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-4.177446565,2.785571126
04:53.3,20.54572101, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-0.05691899,-0.020433508
04:53.6,20.55995023, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-0.042689775,2.089204371
04:53.8,20.57417944, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-0.028460559,-0.013622678
04:54.0,20.58840866, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-0.014231343,1.044680263
04:54.3,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:54.5,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:54.8,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:55.1,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:55.3,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:55.6,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:55.8,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:56.1,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:56.3,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:56.6,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:56.8,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:57.1,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:57.3,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:57.6,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:57.8,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:58.1,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:58.3,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:58.6,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:58.8,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:59.1,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:59.3,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
04:59.6,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
04:59.8,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
05:00.1,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
05:00.3,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
05:00.6,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
05:00.8,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
05:01.1,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
05:01.3,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
05:01.6,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
05:01.8,20.60263787, 'off',0,20.04743595, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
05:02.1,20.60263787, 'off',0,20.0615792, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
05:02.3,20.60263787, 'off',0,20.07572244, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
05:02.6,20.60263787, 'off',0,20.08986569, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
05:02.8,20.60263787, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
05:03.1,20.60263787, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
05:03.4,20.60263787, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,-2.04E-06
05:03.6,20.60263787, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,-2.13E-06,1.044680263
05:03.8,20.61688185, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.014241846,0.013632732
05:04.1,20.61688185, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.014241846,1.044680263
05:04.3,20.61688185, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.014241846,0.013632732
05:04.6,20.61688185, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.014241846,1.044680263
05:04.8,20.61688185, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.014241846,0.013632732
05:05.1,20.61688185, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.014241846,1.044680263
05:05.3,20.61688185, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.014241846,0.013632732
05:05.6,20.61688185, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.014241846,1.044680263
05:05.8,20.63112582, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,0.0272675
05:06.1,20.63112582, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,1.044680263
05:06.3,20.63112582, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,0.0272675
05:06.6,20.63112582, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,1.044680263
05:06.8,20.63112582, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,0.0272675
05:07.1,20.63112582, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,1.044680263
05:07.3,20.63112582, 'off',0,20.10400893, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,0.0272675
05:07.6,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,1.044680263
05:07.8,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,0.0272675
05:08.1,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.028485819,1.044680263
05:08.3,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,0.0272675
05:08.6,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,1.044680263
05:08.8,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,0.0272675
05:09.1,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,1.044680263
05:09.3,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,0.0272675
05:09.6,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,1.044680263
05:09.8,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,0.0272675
05:10.1,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,1.044680263
05:10.3,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,0.0272675
05:10.6,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,1.044680263
05:10.8,20.63112582, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.028485819,0.0272675
05:11.1,20.64536979, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.042729792,1.567059401
05:11.3,20.64536979, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.042729792,0.0272675
05:11.6,20.64536979, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.042729792,1.567059401
05:11.8,20.64536979, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.042729792,0.0272675
05:12.1,20.64536979, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.042729792,1.567059401
05:12.3,20.64536979, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.042729792,0.0272675
05:12.6,20.65961377, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.056973765,2.089438539
05:12.8,20.65961377, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.056973765,0.0272675
05:13.1,20.65961377, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.056973765,2.089438539
05:13.3,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:13.6,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:13.8,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:14.1,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:14.3,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:14.6,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:14.8,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:15.1,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:15.4,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:15.6,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:15.8,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:16.1,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:16.3,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:16.6,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:16.8,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:17.1,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:17.3,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:17.6,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:17.9,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:18.1,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:18.3,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:18.6,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:18.8,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:19.1,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:19.3,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:19.6,20.67385774, 'off',0,20.11815218, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:19.8,20.67385774, 'off',0,20.13231086, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:20.1,20.67385774, 'off',0,20.13231086, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:20.3,20.67385774, 'off',0,20.13231086, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:20.6,20.67385774, 'off',0,20.13231086, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:20.8,20.67385774, 'off',0,20.13231086, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:21.1,20.67385774, 'off',0,20.14646955, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:21.3,20.67385774, 'off',0,20.18899242, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:21.6,20.67385774, 'off',0,20.21732535, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:21.8,20.67385774, 'off',0,20.24565829, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:22.1,20.67385774, 'off',0,20.24565829, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:22.3,20.67385774, 'off',0,20.25983253, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:22.6,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:22.8,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:23.1,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:23.3,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:23.6,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:23.8,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:24.1,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:24.3,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:24.6,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:24.8,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:25.1,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:25.3,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:25.6,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:25.8,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:26.1,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:26.4,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:26.6,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:26.8,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:27.1,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,2.089438539
05:27.3,20.67385774, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.071217739,0.03408463
05:27.6,20.68811659, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.085476592,2.507775293
05:27.9,20.68811659, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.085476592,0.03408463
05:28.1,20.70237545, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.099735445,2.926112047
05:28.3,20.70237545, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.099735445,0.03408463
05:28.6,20.7166343, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.113994298,3.344448801
05:28.8,20.7166343, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.113994298,0.03408463
05:29.1,20.7166343, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.113994298,3.344448801
05:29.3,20.7166343, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.113994298,0.03408463
05:29.6,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:29.8,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:30.1,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:30.3,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:30.6,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:30.9,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:31.1,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:31.3,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:31.6,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:31.8,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:32.1,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:32.4,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:32.6,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:32.9,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:33.1,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:33.3,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:33.6,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:33.8,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:34.1,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:34.4,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:34.6,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:34.8,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:35.1,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
05:35.4,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
05:35.6,20.73089315, 'off',0,20.27400678, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
