time,temp1, 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)', 'Steady State: State ()',,20.60263787,7.35436
07:07.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:07.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:07.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:07.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:08.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:08.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:08.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:08.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:09.1,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:09.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:09.6,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:09.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:10.1,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:10.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:10.6,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:10.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:11.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:11.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:11.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:11.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:12.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:12.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:12.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:12.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:13.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:13.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:13.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:13.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:14.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:14.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:14.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:14.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:15.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:15.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:15.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:15.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:16.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:16.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:16.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:16.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:17.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:17.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:17.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:17.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:18.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:18.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:18.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:18.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:19.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:19.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:19.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:19.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:20.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:20.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:20.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:20.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:21.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:21.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:21.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:21.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:22.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:22.5,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:22.8,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:23.0,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:23.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:23.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:23.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:23.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:24.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:24.5,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:24.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:24.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:25.1,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:25.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:25.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:26.0,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:26.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:26.5,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:26.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:27.0,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:27.3,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:27.5,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:27.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:27.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:28.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:28.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:28.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:28.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:29.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:29.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:29.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:29.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:30.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:30.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:30.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:30.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:31.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:31.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:31.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:32.0,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:32.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:32.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:32.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:32.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:33.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:33.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:33.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:33.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:34.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:34.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:34.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:34.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:35.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:35.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:35.6,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:35.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:36.1,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:36.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:36.6,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:36.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:37.1,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:37.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:37.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:37.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:38.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:38.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:38.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:38.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:39.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:39.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:39.6,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:39.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:40.1,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:40.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:40.6,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:40.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:41.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:41.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:41.6,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:41.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:42.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:42.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:42.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:42.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:43.1,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:43.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:43.6,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:43.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:44.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:44.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:44.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:45.0,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:45.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:45.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:45.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:45.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:46.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:46.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:46.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:46.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:47.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:47.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:47.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:47.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:48.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:48.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:48.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:48.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:49.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:49.5,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,3.762785555
07:49.7,20.73089315, 'off',0,20.33076652, 'off',0,-24.95656688,-25.95822219,-16.99845665,-24.86428869, 'Steady',,0.128253152,0.03408463
07:49.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:50.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:50.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:50.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:50.9,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:51.2,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
07:51.4,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,3.762785555
07:51.7,20.73089315, 'off',0,20.33076652, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Varying',,0.128253152,0.03408463
