time,'Heater 1: T (C)', 'Heater 2: T (C)', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)'
40:35.1,3915.6,3897,3896,3892.4,3915.2,3896
40:35.5,3915.6,3897,3896,3892.2,3914.6,3896
40:35.9,3915.6,3897,3896,3892,3914.6,3896
40:36.4,3915.6,3896.8,3896,3892.4,3914.8,3896
40:36.8,3915.8,3896.8,3896,3892.4,3914.6,3896
40:37.2,3915.6,3896.8,3896,3892.2,3914.4,3896
40:37.6,3915.6,3896.6,3896,3892.2,3914.4,3896
40:38.0,3915.8,3896.8,3896,3892.2,3914.4,3896
40:38.5,3916.2,3896.8,3896,3892.2,3914.8,3896
40:38.9,3916.6,3896.8,3896,3892.4,3914.8,3896
40:39.3,3916.6,3896.8,3896,3892.4,3914.6,3896
40:39.7,3916.6,3896.8,3896,3892.4,3914.2,3896
40:40.1,3916.8,3897,3896,3892.6,3914,3896
40:40.5,3917.2,3897,3896,3892.8,3913.6,3896
40:40.9,3917.2,3897,3896,3892.6,3913.6,3896
40:41.3,3917.8,3897,3896,3892.6,3913,3896
40:41.8,3917.6,3897,3896,3892.4,3913,3896
40:42.2,3917.8,3897,3896,3892.4,3913,3896
40:42.6,3917.4,3897.2,3896,3892,3913.6,3896
40:43.0,3917.6,3897.4,3896,3892,3913.6,3896
40:43.5,3917.8,3897.4,3896,3892.4,3913.4,3896
40:43.9,3917.8,3897.6,3896,3892.4,3913.4,3896
40:44.2,3917.6,3897.6,3896,3892.2,3914,3896
40:44.6,3917.6,3897.8,3896,3892.6,3914.2,3896
40:45.0,3917.4,3897.8,3896,3892.6,3914.6,3896
40:45.4,3917.6,3897.8,3896,3892.8,3914.2,3896
40:45.8,3917.6,3897.6,3896,3893,3914.8,3896
40:46.3,3917.4,3897.4,3896,3893.2,3915,3896
40:46.7,3918,3897.4,3896,3893.2,3914.8,3896
40:47.1,3917.8,3897.2,3896,3893.2,3914.8,3896
40:47.5,3917.6,3897.2,3896,3893,3915,3896
40:47.9,3918.2,3897.4,3896,3893.2,3914.4,3896
40:48.4,3918.6,3897.6,3896,3893.2,3914.2,3896
40:48.8,3919,3897.6,3896,3893.4,3913.8,3896
40:49.2,3919.2,3898,3896,3893.4,3913.8,3896
40:49.6,3918.8,3898,3896,3893.2,3913.8,3896
40:50.0,3919.8,3898.2,3896,3893.2,3913.4,3896
40:50.5,3919.6,3898,3896,3893.4,3913.4,3896
40:50.9,3919.6,3898.2,3896,3893.4,3913.6,3896
40:51.3,3918.8,3897.8,3896,3893.8,3913.8,3896
40:51.7,3918.4,3898,3896,3893.6,3913.6,3896
40:52.1,3918,3898,3896,3893.4,3913.8,3896
40:52.5,3917.2,3898,3896,3893,3914.4,3896
40:53.0,3916.4,3897.6,3896,3892.8,3914.6,3896
40:53.4,3917.4,3898,3896,3893,3914.4,3896
40:53.8,3916.8,3897.8,3896,3892.8,3914.6,3896
40:54.2,3916.4,3897.6,3896,3892.8,3914.8,3896
40:54.7,3916.8,3897.4,3896,3893,3915,3896
40:55.1,3916.8,3897.4,3896,3892.8,3915,3896
40:55.5,3916.4,3897,3896,3892.8,3915.2,3896
40:55.9,3916.2,3897,3896,3892.8,3915,3896
40:56.3,3916.6,3897,3896,3893,3914.8,3896
40:56.7,3916.4,3897,3896,3893,3914.8,3896
40:57.2,3916.4,3897,3896,3893,3915.6,3896
40:57.6,3916.6,3897,3896,3893,3915,3896
40:58.0,3916.2,3897,3896,3892.8,3914.2,3896
40:58.4,3916.4,3897,3896,3892.8,3914.2,3896
40:58.8,3916.4,3897,3896,3893,3914.2,3896
40:59.3,3916.4,3897,3896,3893,3914.2,3896
40:59.7,3916.6,3897,3896,3893,3914.4,3896
41:00.1,3916.6,3897.2,3896,3893,3914.8,3896
41:00.5,3917.2,3897.6,3896,3893,3914.8,3896
41:00.9,3917.4,3897.4,3896,3893.2,3914.4,3896
41:01.3,3917.2,3897,3896,3893.2,3914.8,3896
41:01.7,3918,3897.4,3896,3893.4,3914.6,3896
41:02.2,3917.8,3897.4,3896,3893.6,3914.4,3896
41:02.6,3917.8,3897.4,3896,3893.6,3914.4,3896
41:02.9,3918.2,3897.6,3896,3893.8,3914,3896
41:03.3,3918.4,3897.6,3896,3894,3913.4,3896
41:03.7,3918.4,3897.2,3896,3894,3913.4,3896
41:04.1,3918,3897,3896,3893.8,3913.8,3896
41:04.6,3918,3897.2,3896,3893.6,3914,3896
41:05.0,3917.8,3897.4,3896,3893.6,3913.8,3896
41:05.4,3917.4,3897.2,3896,3893.4,3914.2,3896
41:05.8,3917.6,3897.4,3896,3893,3914.2,3896
41:06.2,3917.6,3897.4,3896,3892.6,3914.2,3896
41:06.6,3917.4,3897.2,3896,3892.2,3914.6,3896
41:07.1,3917.2,3897.2,3896,3892.2,3914.6,3896
41:07.5,3917.2,3897.4,3896,3892.4,3914.2,3896
41:07.9,3917.2,3897.4,3896,3892.4,3914.2,3896
41:08.3,3917,3897.4,3896,3892,3914.4,3896
41:08.7,3917,3897.2,3896,3892.4,3914.8,3896
41:09.2,3917,3897.2,3896,3892.4,3914.4,3896
41:09.6,3917,3897,3896,3892.8,3914.8,3896
41:10.0,3917,3897.2,3896,3892.8,3914.8,3896
41:10.4,3917,3897.2,3896,3893,3915.2,3896
41:10.9,3917.2,3897.4,3896,3893,3915.2,3896
41:11.3,3917,3897.2,3896,3893,3915.6,3896
41:11.7,3917.2,3897.4,3896,3893,3915,3896
41:12.1,3917.4,3897.2,3896,3893,3915.6,3896
41:12.5,3917.4,3897.2,3896,3893.2,3915.6,3896
41:13.0,3917.6,3897.2,3896,3893.2,3916.2,3896
41:13.4,3917.6,3897.2,3896,3893.2,3915.8,3896
41:13.8,3917.8,3897,3896,3893.4,3916.4,3896
41:14.2,3917.6,3897,3896,3893.2,3916.4,3896
41:14.7,3917.6,3897,3896,3893,3916.4,3896
41:15.1,3917.6,3897,3896,3893.2,3917,3896
41:15.5,3917.4,3897,3896,3892.8,3917,3896
41:15.9,3917.2,3897,3896,3892.6,3916.6,3896
41:16.4,3917.4,3897,3896,3892.4,3916.4,3896
41:16.8,3917,3897,3896,3892.4,3915.8,3896
41:17.2,3917.6,3897.2,3896,3893,3916.6,3896
41:17.6,3917.4,3897.2,3896,3893,3915.8,3896
41:18.0,3917.2,3897.2,3896,3892.8,3915,3896
41:18.5,3916.8,3897.2,3896,3892.8,3915,3896
41:18.9,3917.2,3897.2,3896,3892.8,3914.8,3896
41:19.3,3917.2,3897.4,3896,3892.8,3914.6,3896
41:19.7,3917.2,3897.2,3896,3893,3914.6,3896
41:20.1,3917.2,3897.2,3896,3893.2,3914.6,3896
41:20.6,3917.2,3897.6,3896,3893,3914.4,3896
41:21.0,3917.2,3897.6,3896,3892.8,3914.4,3896
41:21.4,3917.4,3897.8,3896,3892.4,3914.4,3896
41:21.9,3917.8,3898,3896,3892.6,3914.8,3896
41:22.3,3918.4,3898,3896,3893,3915,3896
41:22.7,3917.8,3898,3896,3893,3915.2,3896
41:23.1,3917.6,3898,3896,3893,3915.2,3896
41:23.5,3917.8,3898,3896,3893.2,3915,3896
41:24.0,3917,3898,3896,3892.8,3915.2,3896
41:24.4,3917.6,3898,3896,3893,3915.4,3896
41:24.8,3917.4,3897.8,3896,3893,3915.4,3896
41:25.3,3917.4,3897.6,3896,3893.4,3915.6,3896
41:25.7,3917.6,3897.6,3896,3893.6,3914.8,3896
41:26.1,3917,3897.4,3896,3893.4,3914.6,3896
41:26.5,3917.6,3897.6,3896,3893,3915,3896
41:26.9,3918.2,3897.8,3896,3893.2,3915.2,3896
41:27.4,3918,3898,3896,3892.8,3915.4,3896
41:27.8,3918.4,3897.8,3896,3893.2,3915.6,3896
41:28.2,3918.2,3897.8,3896,3893,3915.4,3896
41:28.6,3918.6,3898,3896,3893.2,3914.8,3896
41:29.1,3919,3898.4,3896,3892.8,3914.6,3896
41:29.5,3918.2,3898.2,3896,3892.2,3914.8,3896
41:29.9,3919,3898.4,3896,3892.4,3914.8,3896
41:30.4,3919,3898.2,3896,3892.8,3914.6,3896
41:30.8,3919,3898.2,3896,3893,3914.4,3896
41:31.2,3919,3898,3896,3893,3914.2,3896
41:31.6,3918.8,3898,3896,3892.8,3914,3896
41:32.0,3918.4,3897.8,3896,3893,3914,3896
41:32.5,3918,3897.6,3896,3892.8,3914.2,3896
41:32.9,3917.8,3897.2,3896,3893,3914.2,3896
41:33.3,3918.4,3897,3896,3893.4,3913.8,3896
41:33.7,3918.4,3897,3896,3893,3914,3896
41:34.1,3918.2,3897,3896,3893,3914.8,3896
41:34.6,3917.8,3897,3896,3892.8,3915,3896
41:35.0,3917.8,3897,3896,3893.2,3915.4,3896
41:35.5,3917.8,3897,3896,3893.4,3915.4,3896
41:35.9,3918,3897,3896,3893.4,3915.6,3896
41:36.3,3917.8,3897,3896,3893.4,3915,3896
41:36.7,3917.4,3896.8,3896,3893.4,3914.8,3896
41:37.1,3917.4,3897,3896,3893,3915,3896
41:37.6,3917,3896.6,3896,3893.2,3915,3896
41:38.0,3916.6,3896.6,3896,3893,3915,3896
41:38.4,3916.6,3896.6,3896,3893,3915.2,3896
41:38.8,3916.4,3896.6,3896,3892.8,3915,3896
41:39.2,3916.4,3896.8,3896,3892.8,3915.2,3896
41:39.7,3916.2,3896.8,3896,3892.8,3915.8,3896
41:40.1,3916.4,3896.8,3896,3892.8,3915.8,3896
41:40.5,3916.6,3897.2,3896,3893,3915.6,3896
41:40.9,3916.4,3897,3896,3893,3915.4,3896
41:41.3,3916.4,3897,3896,3893,3915.4,3896
41:41.8,3916.4,3897,3896,3892.8,3914.6,3896
41:42.2,3916.4,3897.2,3896,3892.8,3914,3896
41:42.6,3916.6,3897,3896,3893,3914.8,3896
41:43.0,3916.8,3897,3896,3893,3914.6,3896
41:43.4,3917,3897,3896,3893,3914.6,3896
41:43.9,3916.8,3897,3896,3892.8,3915,3896
41:44.3,3916.8,3897,3896,3892.8,3915,3896
41:44.7,3916.8,3897,3896,3893.2,3915.2,3896
41:45.1,3917.2,3897,3896,3893,3916.2,3896
41:45.5,3917.2,3897,3896,3893,3916.2,3896
41:45.9,3917.2,3897,3896,3893,3916.4,3896
41:46.3,3917,3897,3896,3892.8,3915.6,3896
41:46.8,3916.8,3897,3896,3892.8,3916,3896
41:47.2,3917,3897,3896,3892.8,3914.8,3896
41:47.6,3917,3897,3896,3892.8,3914.4,3896
41:48.0,3916.6,3897,3896,3892.4,3914.6,3896
41:48.5,3916.6,3897,3896,3892.4,3914.8,3896
41:48.9,3916.4,3897,3896,3892.6,3914.8,3896
41:49.3,3916.6,3897,3896,3892.4,3915,3896
41:49.7,3916.6,3897,3896,3892.4,3914.8,3896
41:50.1,3916.8,3897,3896,3892.6,3914.6,3896
41:50.5,3916.8,3897,3896,3892.2,3914.4,3896
41:50.9,3916.8,3897,3896,3892.2,3914.6,3896
41:51.4,3916.8,3897,3896,3892.6,3914.8,3896
41:51.8,3917,3897,3896,3893,3915.6,3896
41:52.2,3917,3897,3896,3893,3915.4,3896
41:52.6,3916.8,3897,3896,3892.8,3914.4,3896
41:53.0,3916.6,3897,3896,3892.8,3914.2,3896
41:53.5,3916.2,3897,3896,3892.8,3914.2,3896
41:53.9,3916.2,3897,3896,3892.6,3914.2,3896
41:54.3,3915.8,3897,3896,3892.8,3914.2,3896
41:54.8,3915.4,3897,3896,3892.6,3914,3896
41:55.2,3915.4,3897,3896,3892.6,3914,3896
41:55.6,3915.4,3897,3896,3892.6,3914,3896
41:56.0,3915.4,3897,3896,3892.4,3914,3896
41:56.5,3915.4,3897,3896,3892.6,3914,3896
41:56.9,3915.6,3897,3896,3892.6,3914,3896
41:57.3,3915.6,3896.8,3896,3892.6,3913.8,3896
41:57.7,3915.6,3896.6,3896,3892.8,3914.2,3896
41:58.1,3915.8,3896.8,3896,3893,3914,3896
41:58.6,3916.4,3896.8,3896,3893.4,3913.8,3896
41:59.0,3916.2,3896.8,3896,3893.2,3913.8,3896
41:59.4,3916.6,3896.6,3896,3893.2,3913.2,3896
41:59.8,3916.2,3896.6,3896,3893.2,3913.6,3896
42:00.3,3916.4,3896.8,3896,3893.2,3913.6,3896
42:00.7,3916.2,3896.6,3896,3893.4,3913.2,3896
42:01.1,3916.2,3896.6,3896,3893,3913.6,3896
42:01.5,3916.2,3896.8,3896,3892.8,3913.2,3896
42:01.9,3915.6,3896.6,3896,3892.2,3913.8,3896
42:02.4,3915.6,3896.4,3896,3892.2,3914,3896
42:02.8,3915.8,3896.4,3896,3892.4,3914,3896
42:03.2,3915.6,3896.4,3896,3892.4,3914.4,3896
42:03.6,3915.4,3896.2,3896,3892.2,3914.2,3896
42:04.0,3915.4,3896.2,3896,3892.2,3914,3896
42:04.5,3915.6,3896.2,3896,3892.2,3914.4,3896
42:04.9,3916,3896.4,3896,3892.4,3914.2,3896
42:05.3,3915.6,3896.4,3896,3892.4,3914.2,3896
42:05.8,3916.2,3896.6,3896,3892.8,3914.2,3896
42:06.2,3916,3896.8,3896,3892.8,3914.2,3896
42:06.6,3916,3896.8,3896,3893,3914.2,3896
42:07.0,3916.4,3897.2,3896,3892.8,3913.8,3896
42:07.4,3916.8,3897.4,3896,3893,3913.4,3896
42:07.9,3916.6,3897.4,3896,3892.8,3914,3896
42:08.3,3917,3897.4,3896,3892.8,3913.6,3896
42:08.7,3916.6,3897.2,3896,3892.6,3913.8,3896
42:09.1,3916.6,3897.2,3896,3892.8,3913.8,3896
42:09.6,3916.2,3897.2,3896,3892.6,3914,3896
42:10.0,3916,3897.2,3896,3892.6,3914,3896
42:10.4,3916,3897,3896,3892.6,3913.8,3896
42:10.8,3916.2,3896.8,3896,3892.8,3913.8,3896
42:11.2,3915.8,3896.8,3896,3892.6,3914.2,3896
42:11.6,3916.2,3896.8,3896,3893,3913.8,3896
42:12.1,3915.6,3896.8,3896,3893,3914,3896
42:12.5,3915.6,3896.8,3896,3893.2,3914,3896
42:12.9,3915.6,3896.8,3896,3893,3914.4,3896
42:13.3,3916.2,3896.8,3896,3893.4,3913.8,3896
42:13.7,3916.4,3896.8,3896,3893,3914.8,3896
42:14.1,3916.4,3897,3896,3892.8,3914.6,3896
42:14.6,3916.4,3897,3896,3892.8,3914.8,3896
42:15.0,3916.6,3896.8,3896,3893,3914,3896
42:15.4,3916.6,3897,3896,3892.8,3914,3896
42:15.8,3917.6,3897.2,3896,3893,3913.6,3896
42:16.3,3918.2,3897.2,3896,3893.2,3912.8,3896
42:16.7,3918.4,3897.6,3896,3893.2,3912.8,3896
42:17.1,3918,3897.6,3896,3893,3913.4,3896
42:17.5,3918,3897.6,3896,3892.8,3913.2,3896
42:18.0,3918,3897.4,3896,3892.8,3913.4,3896
42:18.4,3917.6,3897.2,3896,3892.8,3913.4,3896
42:18.8,3917.6,3897.2,3896,3892.6,3913.2,3896
42:19.3,3916.8,3896.8,3896,3892.4,3913.6,3896
42:19.7,3916.4,3896.8,3896,3892.2,3914.2,3896
42:20.1,3916.4,3896.8,3896,3892.2,3914.2,3896
42:20.5,3916.2,3896.8,3896,3892.2,3914.2,3896
42:20.9,3916.4,3896.6,3896,3892.6,3913.4,3896
42:21.3,3916.4,3896.6,3896,3893,3913.6,3896
42:21.8,3917,3896.8,3896,3893,3913.6,3896
42:22.2,3916.6,3896.8,3896,3892.8,3914.2,3896
42:22.6,3917.2,3897.2,3896,3893,3913.6,3896
42:23.0,3917.2,3897.2,3896,3893.2,3913.8,3896
42:23.4,3917.2,3897.2,3896,3893.2,3913.4,3896
42:23.8,3916.6,3897,3896,3892.8,3914.2,3896
42:24.3,3916.6,3896.8,3896,3893,3914.2,3896
42:24.7,3916.6,3897,3896,3893,3914.2,3896
42:25.1,3916.6,3896.8,3896,3893,3914.8,3896
42:25.5,3916.2,3896.6,3896,3893,3914.8,3896
42:26.0,3916.6,3896.6,3896,3893,3914.2,3896
42:26.4,3916,3896.4,3896,3893,3914.6,3896
42:26.8,3916,3896.2,3896,3893.2,3913.8,3896
42:27.2,3916.4,3896.4,3896,3893,3913.8,3896
42:27.7,3916.2,3896.6,3896,3893,3913.6,3896
42:28.1,3916,3896.8,3896,3893,3913.6,3896
42:28.5,3916,3896.8,3896,3893,3913.6,3896
42:28.9,3915.8,3896.8,3896,3892.8,3913.6,3896
42:29.3,3916.2,3896.8,3896,3892.8,3913.6,3896
42:29.8,3915.8,3896.8,3896,3892.4,3913.8,3896
42:30.2,3916.2,3897,3896,3892.4,3914.4,3896
42:30.6,3916,3897,3896,3892.4,3914.8,3896
42:31.0,3915.6,3897,3896,3892.4,3915,3896
42:31.4,3916,3897,3896,3892.4,3915,3896
42:31.9,3916.2,3897.2,3896,3892,3914.6,3896
42:32.3,3915.8,3897,3896,3891.8,3914.8,3896
42:32.7,3916,3897.2,3896,3891.8,3914.8,3896
42:33.1,3915.8,3897.2,3896,3892,3914.6,3896
42:33.5,3916.2,3897.2,3896,3892.4,3915,3896
42:34.0,3915.8,3897.2,3896,3892,3914.6,3896
42:34.4,3915.8,3897.2,3896,3891.6,3914.4,3896
42:34.8,3915.6,3897.2,3896,3891.6,3914.4,3896
42:35.2,3915.2,3897,3896,3891.8,3914.6,3896
42:35.7,3915.4,3897,3896,3892.2,3914.6,3896
42:36.1,3916,3897,3896,3892.4,3914.8,3896
42:36.5,3915.8,3897,3896,3892.6,3914.8,3896
42:36.9,3915.8,3897,3896,3892.6,3915,3896
42:37.3,3915.6,3897,3896,3892.4,3914.8,3896
42:37.7,3915.6,3897,3896,3892.4,3914.8,3896
42:38.2,3916,3897,3896,3892.8,3914.8,3896
42:38.6,3916.2,3897,3896,3892.8,3914.6,3896
42:39.0,3916.4,3897,3896,3893,3914,3896
42:39.4,3916.4,3897,3896,3893.2,3914,3896
42:39.9,3916.2,3897,3896,3892.8,3914,3896
42:40.4,3916.6,3897,3896,3892.8,3914,3896
42:40.8,3917.4,3897,3896,3893,3913.6,3896
42:41.2,3917.6,3897,3896,3893,3913.6,3896
42:41.6,3917.6,3897,3896,3893.4,3913.8,3896
42:42.0,3917.4,3896.8,3896,3893.2,3913.8,3896
42:42.5,3917.6,3896.8,3896,3893.4,3914,3896
42:42.9,3917.6,3896.8,3896,3893.2,3914,3896
42:43.3,3917,3896.8,3896,3892.8,3914.2,3896
42:43.7,3917.2,3897,3896,3893,3914.6,3896
42:44.1,3917,3897,3896,3893,3914.6,3896
42:44.6,3917,3897.2,3896,3893,3914.6,3896
42:45.0,3917,3897.2,3896,3893,3914.4,3896
42:45.4,3917.4,3897.2,3896,3893,3914.2,3896
42:45.8,3918,3897.4,3896,3893,3913.8,3896
42:46.2,3918,3897.4,3896,3893,3913.8,3896
42:46.7,3917.4,3897.2,3896,3892.8,3914.2,3896
42:47.1,3917.4,3897.2,3896,3892.8,3913.8,3896
42:47.5,3917.2,3897,3896,3893,3913.4,3896
42:48.0,3916.6,3897,3896,3892.6,3913.8,3896
42:48.4,3916.6,3897,3896,3892.8,3913.6,3896
42:48.8,3916.4,3897,3896,3892.4,3913.6,3896
42:49.3,3916.4,3897,3896,3892,3914.2,3896
42:49.7,3916.2,3897,3896,3892,3914.8,3896
42:50.1,3916.2,3897,3896,3892.4,3914.2,3896
42:50.5,3916.2,3897,3896,3892.2,3914,3896
42:50.9,3916.2,3897,3896,3892.8,3914.6,3896
42:51.3,3916.4,3897.2,3896,3892.6,3914.6,3896
42:51.7,3916.4,3897.2,3896,3892.6,3914.6,3896
42:52.2,3916.2,3897,3896,3892,3914.8,3896
42:52.6,3916.4,3897,3896,3892.6,3914.6,3896
42:53.0,3916.2,3897,3896,3892.8,3914.2,3896
42:53.5,3916.2,3897,3896,3892.4,3914.2,3896
42:53.9,3916.4,3897,3896,3892.2,3914.4,3896
42:54.3,3916.2,3897,3896,3892.2,3914.4,3896
42:54.8,3916.2,3897,3896,3892,3914.4,3896
42:55.2,3916.2,3897,3896,3892,3914.2,3896
42:55.6,3916.4,3897,3896,3892.6,3914.4,3896
42:56.0,3916.4,3897,3896,3893.2,3913.8,3896
42:56.4,3916.2,3897.2,3896,3893,3914.6,3896
42:56.8,3916.4,3897.2,3896,3893,3915.4,3896
42:57.3,3916.6,3897.2,3896,3893.4,3914.8,3896
42:57.7,3917.2,3897.4,3896,3893.6,3914.4,3896
42:58.1,3917.2,3897.2,3896,3893.6,3915.4,3896
42:58.5,3917.2,3897.2,3896,3893.6,3915,3896
42:58.9,3916.4,3897,3896,3893.4,3916.2,3896
42:59.4,3916.6,3897,3896,3893.6,3915,3896
42:59.8,3916.6,3897,3896,3893.2,3915.4,3896
43:00.2,3916.6,3897,3896,3893.2,3915.4,3896
43:00.6,3916.6,3897,3896,3893,3914.8,3896
43:01.0,3916.2,3897,3896,3892.8,3915.2,3896
43:01.4,3916,3896.8,3896,3892.8,3915.4,3896
43:01.9,3915.8,3896.8,3896,3892.2,3914.6,3896
43:02.3,3915.8,3896.8,3896,3892.2,3915.4,3896
43:02.7,3915.8,3896.8,3896,3892.2,3914.6,3896
43:03.1,3915.8,3897,3896,3892.2,3914.6,3896
43:03.6,3916,3896.8,3896,3892.8,3914.6,3896
43:04.0,3916.2,3896.8,3896,3892.8,3914.4,3896
43:04.4,3916.4,3896.8,3896,3893,3914.4,3896
43:04.8,3916.2,3896.8,3896,3892.8,3914.2,3896
43:05.2,3916.6,3897,3896,3892.8,3913.8,3896
43:05.7,3917.4,3897,3896,3893.2,3913.6,3896
43:06.1,3917.8,3897,3896,3893,3913.6,3896
43:06.5,3918.2,3897,3896,3893.6,3913.6,3896
43:07.0,3918.2,3897,3896,3893.4,3913.4,3896
43:07.4,3918.2,3897,3896,3893.4,3913.4,3896
43:07.8,3917.8,3897,3896,3892.8,3913.6,3896
43:08.2,3917.4,3897,3896,3893,3913.6,3896
43:08.7,3918,3897.2,3896,3893.2,3913.4,3896
43:09.1,3917.8,3897.2,3896,3893.4,3913.4,3896
43:09.5,3917.8,3897.4,3896,3893,3913.6,3896
43:09.9,3918,3897.4,3896,3893.4,3913.2,3896
43:10.3,3917.6,3897.4,3896,3893.2,3913.4,3896
43:10.8,3917.2,3897.2,3896,3893.2,3913.4,3896
43:11.2,3917.2,3897.2,3896,3893.2,3913.4,3896
43:11.6,3917.2,3897.2,3896,3893.4,3913.4,3896
43:12.0,3917.2,3897.2,3896,3893.2,3913.4,3896
43:12.4,3916.6,3897,3896,3893.2,3914,3896
43:12.9,3916.4,3897,3896,3893.2,3914,3896
43:13.3,3916.2,3897,3896,3893,3914.4,3896
43:13.7,3916,3897,3896,3892.6,3915.2,3896
43:14.1,3916.2,3897,3896,3892.4,3915,3896
43:14.6,3916.4,3897,3896,3892.8,3915,3896
43:15.0,3916.4,3897,3896,3893,3914,3896
43:15.4,3916.4,3897,3896,3892.6,3914,3896
43:15.8,3916.4,3897,3896,3893,3913.4,3896
43:16.3,3916.4,3897,3896,3892.8,3913.4,3896
43:16.6,3916.4,3897,3896,3892.4,3913.6,3896
43:16.9,3916.4,3897,3896,3892.2,3913.4,3896
43:17.2,3916.8,3897.2,3896,3892.6,3913.2,3896
43:17.6,3916.6,3897.2,3896,3892.6,3913.2,3896
43:17.9,3916.4,3897.2,3896,3892.2,3913.8,3896
43:18.3,3916.2,3897.6,3896,3891.8,3914,3896
43:18.6,3916.4,3897.8,3896,3891.6,3914,3896
43:19.0,3916.6,3898.2,3896,3891.4,3914.2,3896
43:19.4,3916.8,3898.2,3896,3891.8,3914.2,3896
43:19.8,3916.8,3897.8,3896,3891.8,3914.8,3896
43:20.2,3917,3897.8,3896,3892,3914.8,3896
43:20.7,3917,3897.6,3896,3892,3914.8,3896
43:21.1,3917,3897.8,3896,3892,3914.6,3896
43:21.5,3917,3897.8,3896,3892,3914,3896
43:21.9,3917,3897.4,3896,3892,3913.8,3896
43:22.4,3917.4,3897.2,3896,3892.2,3913.6,3896
43:22.8,3917.4,3896.8,3896,3892.2,3913.8,3896
43:23.2,3917.2,3896.8,3896,3892.4,3913.6,3896
43:23.6,3917,3896.8,3896,3892.4,3913.6,3896
43:24.1,3917.4,3896.8,3896,3893,3913.2,3896
43:24.5,3917,3896.6,3896,3892.8,3913.4,3896
43:24.9,3916.6,3896.6,3896,3892.8,3913.6,3896
43:25.3,3917.2,3896.8,3896,3893,3913.4,3896
43:25.8,3916.4,3896.8,3896,3892.4,3913.8,3896
43:26.2,3915.8,3896.8,3896,3892,3914,3896
43:26.6,3916.6,3897,3896,3892.2,3913.8,3896
43:27.0,3916.6,3897,3896,3892,3913.6,3896
43:27.4,3917.4,3897.2,3896,3892.4,3913.4,3896
43:27.8,3916.6,3897.2,3896,3892.2,3913.6,3896
43:28.3,3916.4,3897.2,3896,3892.4,3913.8,3896
43:28.7,3916.4,3897.2,3896,3892.6,3913.8,3896
43:29.1,3915.8,3897,3896,3892.6,3914.2,3896
43:29.5,3916.2,3897,3896,3892.8,3913.8,3896
43:30.0,3916,3897,3896,3892.8,3913.8,3896
43:30.4,3915.6,3897,3896,3892.8,3914.8,3896
43:30.8,3915.8,3897,3896,3892.8,3915.2,3896
43:31.3,3915.8,3897,3896,3892.8,3915.2,3896
43:31.7,3915.8,3897,3896,3892.8,3914.8,3896
43:32.1,3916,3897,3896,3893.2,3913.8,3896
43:32.5,3916.8,3897,3896,3893.6,3913.2,3896
43:32.9,3916.6,3897,3896,3893.4,3912.8,3896
43:33.4,3916.4,3897,3896,3892.8,3913.2,3896
43:33.8,3917,3897,3896,3893.4,3912.8,3896
43:34.2,3917.2,3897,3896,3893.2,3912.8,3896
43:34.6,3917.2,3897,3896,3893.2,3912.4,3896
43:35.1,3916.6,3897,3896,3892.8,3913.4,3896
43:35.5,3917.2,3897,3896,3893.2,3913,3896
43:35.9,3916.6,3897,3896,3892.6,3913.4,3896
43:36.3,3916.2,3897,3896,3892.4,3913.6,3896
43:36.8,3916.2,3897,3896,3892.4,3913.8,3896
43:37.2,3916.2,3897,3896,3892.6,3913.6,3896
43:37.6,3916,3897,3896,3892.4,3914.2,3896
43:38.1,3916.2,3897,3896,3892.6,3913.6,3896
43:38.5,3916,3897,3896,3892.8,3914.2,3896
43:38.9,3916.2,3897,3896,3892.6,3913.6,3896
43:39.3,3916,3897,3896,3892.4,3913.8,3896
43:39.8,3916,3897,3896,3892.4,3914.8,3896
43:40.2,3916,3897,3896,3892.4,3915.4,3896
43:40.6,3916,3897,3896,3892.4,3915.6,3896
43:41.1,3916.2,3897,3896,3892.4,3915.2,3896
43:41.5,3916.2,3897,3896,3892.4,3914.2,3896
43:42.0,3916.2,3897,3896,3892.2,3914.2,3896
43:42.4,3916.6,3897,3896,3892.2,3913.6,3896
43:42.8,3916.8,3897,3896,3892.6,3913.2,3896
43:43.2,3916.8,3897,3896,3892.8,3913,3896
43:43.7,3916.8,3897,3896,3893,3913,3896
43:44.1,3916.8,3897,3896,3892.8,3913,3896
43:44.5,3917.2,3897,3896,3893,3913.4,3896
43:44.9,3916.8,3896.8,3896,3892.6,3914.2,3896
43:45.4,3916.8,3896.8,3896,3892.6,3914.4,3896
43:45.8,3916.8,3896.8,3896,3892.6,3914.6,3896
43:46.2,3916.6,3896.8,3896,3892.2,3914.8,3896
43:46.6,3916.2,3896.8,3896,3892,3914.8,3896
43:47.0,3916.4,3896.8,3896,3891.8,3915.2,3896
43:47.5,3916.4,3896.6,3896,3891.8,3914.6,3896
43:47.9,3916.4,3896.6,3896,3891.6,3914.2,3896
43:48.4,3916.2,3896.6,3896,3891.2,3914,3896
43:48.8,3916.4,3896.8,3896,3891.6,3914,3896
43:49.2,3916.6,3897.2,3896,3891.6,3914,3896
43:49.6,3916.6,3897.2,3896,3892,3913.8,3896
43:50.1,3916.4,3897,3896,3892,3913.6,3896
